param,pearson_r,slope,intercept,rmse
invtemp,0.525471940559054,0.182869400755613,2.97731568346829,0.553920924347172
sticky,0.883611186468896,0.937029786723554,-0.400619031622401,2.88426444844253
prior_sd,0.461577844154826,0.463426866960223,11.4705671052496,23.2820360904219
prior_mean1,0.678732764085682,0.732088503576539,4.17821104419781,48.8428185974882
prior_mean2,0.568436270480625,0.647884592618498,4.78320104625922,55.1078504942367
prior_mean3,0.651060127990086,0.760679372482231,2.48991851559931,51.4223518439563
