param,pearson_r,slope,intercept,rmse
invtemp,0.383527905750595,0.108126121497548,3.10529893290552,0.514886079138689
lr,0.960930943083801,0.976047074588114,0.0257367343354543,0.0730402549075205
sticky,0.792641333542572,0.870882151457315,0.527167827452674,3.52025505460205
