subject_id,condition,mine_choice,feedback,feedback_image,feedback_right,feedback_left,guess,guess_num,mean_left,mean_right,sd,valence,ambiguity,block,time_elapsed,trial_num,trial_num_total,choice_accuracy,guess_accuracy,better_choice
eadna1sb,neutral,1,20,Dirty,20,1,Gold,1,-10,10,10,2,1,1,146217,1,1,1,1,2
eadna1sb,neutral,1,13,Dirty,13,-5,Rocks,0,-10,10,10,2,1,1,152231,2,2,1,0,2
eadna1sb,neutral,0,-11,Dirty,23,-11,Rocks,0,-10,10,10,2,1,1,157718,3,3,0,1,2
eadna1sb,neutral,0,-7,Rocks,2,-7,Rocks,0,-10,10,10,0,0,1,160184,4,4,0,1,2
eadna1sb,neutral,1,18,Gold,18,-14,Gold,1,-10,10,10,1,0,1,163445,5,5,1,1,2
eadna1sb,neutral,1,24,Dirty,24,-1,Gold,1,-10,10,10,2,1,1,167744,6,6,1,1,2
eadna1sb,neutral,1,4,Gold,4,3,Gold,1,-10,10,10,1,0,1,169814,7,7,1,1,2
eadna1sb,neutral,1,-1,Rocks,-1,5,Rocks,0,-10,10,10,0,0,1,171921,8,8,1,1,2
eadna1sb,neutral,1,15,Gold,15,11,Gold,1,-10,10,10,1,0,1,174060,9,9,1,1,2
eadna1sb,neutral,1,10,Dirty,10,12,Rocks,0,-10,10,10,2,1,1,176928,10,10,1,0,2
eadna1sb,poor,0,30,Dirty,-3,30,Rocks,0,10,-10,10,2,1,2,182787,1,11,1,0,1
eadna1sb,poor,0,18,Gold,-11,18,Gold,1,10,-10,10,1,0,2,184867,2,12,1,1,1
eadna1sb,poor,0,8,Dirty,-27,8,Rocks,0,10,-10,10,2,1,2,187781,3,13,1,0,1
eadna1sb,poor,0,-3,Dirty,-9,-3,Gold,1,10,-10,10,2,1,2,190324,4,14,1,0,1
eadna1sb,poor,0,5,Gold,-16,5,Gold,1,10,-10,10,1,0,2,192527,5,15,1,1,1
eadna1sb,poor,0,-3,Dirty,1,-3,Rocks,0,10,-10,10,2,1,2,194894,6,16,1,1,1
eadna1sb,poor,0,12,Gold,-22,12,Gold,1,10,-10,10,1,0,2,196619,7,17,1,1,1
eadna1sb,poor,0,6,Gold,-19,6,Gold,1,10,-10,10,1,0,2,198282,8,18,1,1,1
eadna1sb,poor,0,12,Gold,-13,12,Gold,1,10,-10,10,1,0,2,200793,9,19,1,1,1
eadna1sb,poor,0,2,Dirty,-10,2,Rocks,0,10,-10,10,2,1,2,203043,10,20,1,0,1
eadna1sb,neutral,1,11,Dirty,11,-9,Rocks,0,-10,10,10,2,1,3,206699,1,21,1,0,2
eadna1sb,neutral,1,14,Gold,14,-1,Gold,1,-10,10,10,1,0,3,208470,2,22,1,1,2
eadna1sb,neutral,1,19,Gold,19,-17,Gold,1,-10,10,10,1,0,3,210261,3,23,1,1,2
eadna1sb,neutral,1,3,Dirty,3,-9,Gold,1,-10,10,10,2,1,3,212576,4,24,1,1,2
eadna1sb,neutral,1,3,Dirty,3,5,Gold,1,-10,10,10,2,1,3,214852,5,25,1,1,2
eadna1sb,neutral,1,12,Gold,12,-8,Gold,1,-10,10,10,1,0,3,216466,6,26,1,1,2
eadna1sb,neutral,1,-1,Rocks,-1,-21,Rocks,0,-10,10,10,0,0,3,218966,7,27,1,1,2
eadna1sb,neutral,1,-15,Dirty,-15,-7,Rocks,0,-10,10,10,2,1,3,221793,8,28,1,1,2
eadna1sb,neutral,1,16,Gold,16,-5,Gold,1,-10,10,10,1,0,3,223390,9,29,1,1,2
eadna1sb,neutral,1,6,Dirty,6,-2,Gold,1,-10,10,10,2,1,3,225484,10,30,1,1,2
eadna1sb,poor,0,-10,Dirty,30,-10,Rocks,0,-10,10,10,2,1,4,230339,1,31,0,1,2
eadna1sb,poor,1,6,Gold,6,1,Gold,1,-10,10,10,1,0,4,232406,2,32,1,1,2
eadna1sb,poor,1,15,Gold,15,3,Gold,1,-10,10,10,1,0,4,233919,3,33,1,1,2
eadna1sb,poor,1,16,Dirty,16,-15,Gold,1,-10,10,10,2,1,4,236358,4,34,1,1,2
eadna1sb,poor,1,12,Gold,12,-6,Gold,1,-10,10,10,1,0,4,237838,5,35,1,1,2
eadna1sb,poor,1,15,Dirty,15,-5,Gold,1,-10,10,10,2,1,4,240250,6,36,1,1,2
eadna1sb,poor,1,26,Gold,26,5,Gold,1,-10,10,10,1,0,4,241696,7,37,1,1,2
eadna1sb,poor,1,22,Gold,22,-7,Gold,1,-10,10,10,1,0,4,243032,8,38,1,1,2
eadna1sb,poor,1,-3,Dirty,-3,-29,Rocks,0,-10,10,10,2,1,4,245409,9,39,1,1,2
eadna1sb,poor,1,15,Dirty,15,-9,Rocks,0,-10,10,10,2,1,4,247100,10,40,1,0,2
eadna1sb,rich,0,16,Gold,-17,16,Gold,1,10,-10,10,1,0,5,250666,1,41,1,1,1
eadna1sb,rich,0,6,Gold,-3,6,Gold,1,10,-10,10,1,0,5,252122,2,42,1,1,1
eadna1sb,rich,0,9,Dirty,-19,9,Rocks,0,10,-10,10,2,1,5,254052,3,43,1,0,1
eadna1sb,rich,0,30,Dirty,-10,30,Rocks,0,10,-10,10,2,1,5,256073,4,44,1,0,1
eadna1sb,rich,0,29,Dirty,-4,29,Gold,1,10,-10,10,2,1,5,258327,5,45,1,1,1
eadna1sb,rich,0,8,Dirty,-14,8,Rocks,0,10,-10,10,2,1,5,260096,6,46,1,0,1
eadna1sb,rich,0,-3,Rocks,-16,-3,Rocks,0,10,-10,10,0,0,5,261945,7,47,1,1,1
eadna1sb,rich,0,27,Dirty,-25,27,Gold,1,10,-10,10,2,1,5,263969,8,48,1,1,1
eadna1sb,rich,0,15,Gold,6,15,Gold,1,10,-10,10,1,0,5,265438,9,49,1,1,1
eadna1sb,rich,0,21,Gold,-5,21,Gold,1,10,-10,10,1,0,5,266996,10,50,1,1,1
eadna1sb,rich,1,3,Dirty,3,-22,Rocks,0,-10,10,10,2,1,6,270970,1,51,1,0,2
eadna1sb,rich,1,11,Gold,11,-9,Gold,1,-10,10,10,1,0,6,272392,2,52,1,1,2
eadna1sb,rich,1,18,Dirty,18,-9,Rocks,0,-10,10,10,2,1,6,274345,3,53,1,0,2
eadna1sb,rich,1,-1,Rocks,-1,-6,Rocks,0,-10,10,10,0,0,6,275962,4,54,1,1,2
eadna1sb,rich,1,2,Dirty,2,-23,Rocks,0,-10,10,10,2,1,6,277761,5,55,1,0,2
eadna1sb,rich,1,5,Gold,5,-1,Gold,1,-10,10,10,1,0,6,279197,6,56,1,1,2
eadna1sb,rich,1,13,Gold,13,-3,Gold,1,-10,10,10,1,0,6,280629,7,57,1,1,2
eadna1sb,rich,1,19,Gold,19,-12,Gold,1,-10,10,10,1,0,6,282381,8,58,1,1,2
eadna1sb,rich,1,9,Dirty,9,1,Gold,1,-10,10,10,2,1,6,284453,9,59,1,1,2
eadna1sb,rich,1,2,Dirty,2,-10,Rocks,0,-10,10,10,2,1,6,285916,10,60,1,0,2
pefc43yq,neutral,0,6,Dirty,-3,6,Gold,1,10,-10,10,2,1,1,211730,1,1,1,1,1
pefc43yq,neutral,0,-1,Rocks,-10,-1,Rocks,0,10,-10,10,0,0,1,218620,2,2,1,1,1
pefc43yq,neutral,0,-3,Dirty,-4,-3,Gold,1,10,-10,10,2,1,1,224072,3,3,1,0,1
pefc43yq,neutral,0,31,Dirty,-13,31,Gold,1,10,-10,10,2,1,1,228292,4,4,1,1,1
pefc43yq,neutral,0,29,Gold,-6,29,Gold,1,10,-10,10,1,0,1,234141,5,5,1,1,1
pefc43yq,neutral,0,17,Dirty,-24,17,Gold,1,10,-10,10,2,1,1,239110,6,6,1,1,1
pefc43yq,neutral,0,15,Gold,-19,15,Gold,1,10,-10,10,1,0,1,241932,7,7,1,1,1
pefc43yq,neutral,0,19,Dirty,-28,19,Gold,1,10,-10,10,2,1,1,247790,8,8,1,1,1
pefc43yq,neutral,0,6,Gold,10,6,Gold,1,10,-10,10,1,0,1,251078,9,9,1,1,1
pefc43yq,neutral,0,-7,Rocks,-6,-7,Rocks,0,10,-10,10,0,0,1,256454,10,10,1,1,1
pefc43yq,poor,1,4,Dirty,4,-28,Gold,1,-10,10,10,2,1,2,267421,1,11,1,1,2
pefc43yq,poor,1,-2,Dirty,-2,-15,Gold,1,-10,10,10,2,1,2,269913,2,12,1,0,2
pefc43yq,poor,1,6,Gold,6,7,Gold,1,-10,10,10,1,0,2,273459,3,13,1,1,2
pefc43yq,poor,1,5,Gold,5,1,Gold,1,-10,10,10,1,0,2,276553,4,14,1,1,2
pefc43yq,poor,1,14,Gold,14,-5,Gold,1,-10,10,10,1,0,2,278804,5,15,1,1,2
pefc43yq,poor,1,-1,Dirty,-1,-4,Gold,1,-10,10,10,2,1,2,283764,6,16,1,0,2
pefc43yq,poor,1,3,Gold,3,-22,Gold,1,-10,10,10,1,0,2,286178,7,17,1,1,2
pefc43yq,poor,1,-12,Dirty,-12,-2,Gold,1,-10,10,10,2,1,2,290444,8,18,1,0,2
pefc43yq,poor,1,-6,Rocks,-6,-27,Rocks,0,-10,10,10,0,0,2,293872,9,19,1,1,2
pefc43yq,poor,1,5,Dirty,5,-33,Gold,1,-10,10,10,2,1,2,296522,10,20,1,1,2
pefc43yq,neutral,1,-19,Rocks,-19,4,Rocks,0,10,-10,10,0,0,3,305278,1,21,0,1,1
pefc43yq,neutral,0,14,Gold,-9,14,Gold,1,10,-10,10,1,0,3,307925,2,22,1,1,1
pefc43yq,neutral,0,24,Dirty,1,24,Gold,1,10,-10,10,2,1,3,311660,3,23,1,1,1
pefc43yq,neutral,0,5,Gold,4,5,Gold,1,10,-10,10,1,0,3,314215,4,24,1,1,1
pefc43yq,neutral,0,22,Dirty,-9,22,Gold,1,10,-10,10,2,1,3,317950,5,25,1,1,1
pefc43yq,neutral,0,15,Dirty,-8,15,Gold,1,10,-10,10,2,1,3,320558,6,26,1,1,1
pefc43yq,neutral,0,17,Dirty,-4,17,Gold,1,10,-10,10,2,1,3,323020,7,27,1,1,1
pefc43yq,neutral,0,-1,Dirty,1,-1,Rocks,0,10,-10,10,2,1,3,326378,8,28,1,1,1
pefc43yq,neutral,0,11,Gold,-9,11,Gold,1,10,-10,10,1,0,3,328394,9,29,1,1,1
pefc43yq,neutral,0,14,Gold,-17,14,Gold,1,10,-10,10,1,0,3,332128,10,30,1,1,1
pefc43yq,poor,1,-13,Dirty,-13,-9,Gold,1,10,-10,10,2,1,4,343205,1,31,0,0,1
pefc43yq,poor,1,-17,Rocks,-17,30,Rocks,0,10,-10,10,0,0,4,346791,2,32,0,1,1
pefc43yq,poor,0,8,Gold,3,8,Gold,1,10,-10,10,1,0,4,349650,3,33,1,1,1
pefc43yq,poor,0,-3,Dirty,-11,-3,Gold,1,10,-10,10,2,1,4,351899,4,34,1,0,1
pefc43yq,poor,0,13,Dirty,-1,13,Gold,1,10,-10,10,2,1,4,353993,5,35,1,1,1
pefc43yq,poor,0,5,Gold,-11,5,Gold,1,10,-10,10,1,0,4,355993,6,36,1,1,1
pefc43yq,poor,0,1,Gold,-1,1,Gold,1,10,-10,10,1,0,4,358056,7,37,1,1,1
pefc43yq,poor,0,2,Dirty,-18,2,Rocks,0,10,-10,10,2,1,4,360141,8,38,1,0,1
pefc43yq,poor,0,-4,Rocks,-6,-4,Rocks,0,10,-10,10,0,0,4,362916,9,39,1,1,1
pefc43yq,poor,0,22,Dirty,-6,22,Gold,1,10,-10,10,2,1,4,365015,10,40,1,1,1
pefc43yq,rich,1,5,Gold,5,1,Gold,1,-10,10,10,1,0,5,371844,1,41,1,1,2
pefc43yq,rich,1,14,Gold,14,8,Gold,1,-10,10,10,1,0,5,374055,2,42,1,1,2
pefc43yq,rich,1,8,Dirty,8,3,Rocks,0,-10,10,10,2,1,5,377273,3,43,1,0,2
pefc43yq,rich,1,18,Dirty,18,-7,Rocks,0,-10,10,10,2,1,5,379547,4,44,1,0,2
pefc43yq,rich,1,18,Dirty,18,-13,Gold,1,-10,10,10,2,1,5,382155,5,45,1,1,2
pefc43yq,rich,1,1,Gold,1,-4,Gold,1,-10,10,10,1,0,5,383967,6,46,1,1,2
pefc43yq,rich,1,9,Dirty,9,-6,Gold,1,-10,10,10,2,1,5,386007,7,47,1,1,2
pefc43yq,rich,1,-14,Rocks,-14,-14,Rocks,0,-10,10,10,0,0,5,388115,8,48,1,1,2
pefc43yq,rich,1,32,Dirty,32,-4,Gold,1,-10,10,10,2,1,5,390209,9,49,1,1,2
pefc43yq,rich,1,26,Gold,26,-11,Gold,1,-10,10,10,1,0,5,392093,10,50,1,1,2
pefc43yq,rich,0,16,Gold,-18,16,Gold,1,10,-10,10,1,0,6,398498,1,51,1,1,1
pefc43yq,rich,0,7,Gold,3,7,Gold,1,10,-10,10,1,0,6,400873,2,52,1,1,1
pefc43yq,rich,0,16,Dirty,-16,16,Rocks,0,10,-10,10,2,1,6,403443,3,53,1,0,1
pefc43yq,rich,0,22,Dirty,2,22,Rocks,0,10,-10,10,2,1,6,405904,4,54,1,0,1
pefc43yq,rich,0,7,Dirty,11,7,Gold,1,10,-10,10,2,1,6,408849,5,55,1,1,1
pefc43yq,rich,1,-15,Rocks,-15,-3,Rocks,0,10,-10,10,0,0,6,411879,6,56,0,1,1
pefc43yq,rich,0,13,Gold,-14,13,Gold,1,10,-10,10,1,0,6,414372,7,57,1,1,1
pefc43yq,rich,0,19,Dirty,-17,19,Gold,1,10,-10,10,2,1,6,416450,8,58,1,1,1
pefc43yq,rich,0,5,Gold,-16,5,Gold,1,10,-10,10,1,0,6,418466,9,59,1,1,1
pefc43yq,rich,0,3,Dirty,1,3,Rocks,0,10,-10,10,2,1,6,421334,10,60,1,0,1
abu154w1,rich,0,-14,Rocks,-4,-14,Rocks,0,-10,10,10,0,0,1,277533,1,1,0,1,2
abu154w1,rich,0,-12,Rocks,-4,-12,Rocks,0,-10,10,10,0,0,1,279884,2,2,0,1,2
abu154w1,rich,1,24,Gold,24,-2,Gold,1,-10,10,10,1,0,1,282221,3,3,1,1,2
abu154w1,rich,1,8,Dirty,8,-6,Gold,1,-10,10,10,2,1,1,284660,4,4,1,1,2
abu154w1,rich,1,7,Dirty,7,-23,Gold,1,-10,10,10,2,1,1,286725,5,5,1,1,2
abu154w1,rich,1,12,Dirty,12,-19,Gold,1,-10,10,10,2,1,1,288524,6,6,1,1,2
abu154w1,rich,0,-19,Rocks,13,-19,Gold,1,-10,10,10,0,0,1,290964,7,7,0,0,2
abu154w1,rich,0,9,Gold,5,9,Gold,1,-10,10,10,1,0,1,293781,8,8,0,1,2
abu154w1,rich,0,-22,Dirty,23,-22,Gold,1,-10,10,10,2,1,1,295565,9,9,0,0,2
abu154w1,rich,0,-18,Dirty,14,-18,Gold,1,-10,10,10,2,1,1,297301,10,10,0,0,2
abu154w1,rich,0,11,Dirty,-15,11,Rocks,0,10,-10,10,2,1,2,308301,1,11,1,0,1
abu154w1,rich,1,-14,Dirty,-14,6,Gold,1,10,-10,10,2,1,2,315637,2,12,0,0,1
abu154w1,rich,0,9,Gold,11,9,Gold,1,10,-10,10,1,0,2,318692,3,13,1,1,1
abu154w1,rich,0,-1,Rocks,-8,-1,Rocks,0,10,-10,10,0,0,2,320772,4,14,1,1,1
abu154w1,rich,0,-8,Rocks,-23,-8,Rocks,0,10,-10,10,0,0,2,323077,5,15,1,1,1
abu154w1,rich,1,-18,Rocks,-18,13,Rocks,0,10,-10,10,0,0,2,325365,6,16,0,1,1
abu154w1,rich,0,27,Dirty,1,27,Gold,1,10,-10,10,2,1,2,327773,7,17,1,1,1
abu154w1,rich,0,9,Dirty,-20,9,Gold,1,10,-10,10,2,1,2,331237,8,18,1,1,1
abu154w1,rich,1,-3,Dirty,-3,-2,Gold,1,10,-10,10,2,1,2,333533,9,19,0,0,1
abu154w1,rich,0,16,Gold,-20,16,Gold,1,10,-10,10,1,0,2,335925,10,20,1,1,1
abu154w1,neutral,0,-13,Dirty,19,-13,Gold,1,-10,10,10,2,1,3,345172,1,21,0,0,2
abu154w1,neutral,0,-23,Dirty,13,-23,Gold,1,-10,10,10,2,1,3,347373,2,22,0,0,2
abu154w1,neutral,0,-29,Rocks,8,-29,Rocks,0,-10,10,10,0,0,3,350333,3,23,0,1,2
abu154w1,neutral,1,7,Gold,7,-17,Gold,1,-10,10,10,1,0,3,352140,4,24,1,1,2
abu154w1,neutral,1,1,Gold,1,-10,Gold,1,-10,10,10,1,0,3,353732,5,25,1,1,2
abu154w1,neutral,1,24,Gold,24,-17,Gold,1,-10,10,10,1,0,3,355333,6,26,1,1,2
abu154w1,neutral,1,22,Dirty,22,-8,Gold,1,-10,10,10,2,1,3,357125,7,27,1,1,2
abu154w1,neutral,0,-1,Dirty,5,-1,Gold,1,-10,10,10,2,1,3,360509,8,28,0,0,2
abu154w1,neutral,1,28,Dirty,28,-2,Gold,1,-10,10,10,2,1,3,362557,9,29,1,1,2
abu154w1,neutral,1,-1,Rocks,-1,-6,Rocks,0,-10,10,10,0,0,3,364509,10,30,1,1,2
abu154w1,poor,0,-14,Dirty,9,-14,Rocks,0,-10,10,10,2,1,4,369276,1,31,0,1,2
abu154w1,poor,0,7,Dirty,2,7,Gold,1,-10,10,10,2,1,4,371485,2,32,0,1,2
abu154w1,poor,0,-13,Dirty,14,-13,Gold,1,-10,10,10,2,1,4,372876,3,33,0,0,2
abu154w1,poor,0,-23,Rocks,34,-23,Gold,1,-10,10,10,0,0,4,374461,4,34,0,0,2
abu154w1,poor,0,-3,Rocks,-2,-3,Rocks,0,-10,10,10,0,0,4,376197,5,35,0,1,2
abu154w1,poor,1,20,Gold,20,2,Gold,1,-10,10,10,1,0,4,377940,6,36,1,1,2
abu154w1,poor,1,1,Gold,1,-18,Gold,1,-10,10,10,1,0,4,379556,7,37,1,1,2
abu154w1,poor,1,4,Dirty,4,-1,Gold,1,-10,10,10,2,1,4,381317,8,38,1,1,2
abu154w1,poor,0,-23,Rocks,-1,-23,Rocks,0,-10,10,10,0,0,4,383021,9,39,0,1,2
abu154w1,poor,1,6,Dirty,6,-11,Gold,1,-10,10,10,2,1,4,385525,10,40,1,1,2
abu154w1,neutral,1,-19,Rocks,-19,10,Rocks,0,10,-10,10,0,0,5,390597,1,41,0,1,1
abu154w1,neutral,1,-21,Rocks,-21,13,Rocks,0,10,-10,10,0,0,5,392389,2,42,0,1,1
abu154w1,neutral,0,26,Dirty,-8,26,Gold,1,10,-10,10,2,1,5,394477,3,43,1,1,1
abu154w1,neutral,0,4,Gold,3,4,Gold,1,10,-10,10,1,0,5,396157,4,44,1,1,1
abu154w1,neutral,0,-3,Dirty,-7,-3,Gold,1,10,-10,10,2,1,5,398965,5,45,1,0,1
abu154w1,neutral,0,13,Dirty,-2,13,Gold,1,10,-10,10,2,1,5,403133,6,46,1,1,1
abu154w1,neutral,1,13,Dirty,13,6,Rocks,0,10,-10,10,2,1,5,404789,7,47,0,0,1
abu154w1,neutral,0,13,Dirty,5,13,Gold,1,10,-10,10,2,1,5,407221,8,48,1,1,1
abu154w1,neutral,0,5,Gold,-10,5,Gold,1,10,-10,10,1,0,5,408917,9,49,1,1,1
abu154w1,neutral,1,4,Gold,4,20,Gold,1,10,-10,10,1,0,5,410437,10,50,0,1,1
abu154w1,poor,1,-6,Dirty,-6,3,Gold,1,-10,10,10,2,1,6,416069,1,51,1,0,2
abu154w1,poor,0,-16,Rocks,-8,-16,Rocks,0,-10,10,10,0,0,6,417565,2,52,0,1,2
abu154w1,poor,1,21,Dirty,21,-20,Gold,1,-10,10,10,2,1,6,419533,3,53,1,1,2
abu154w1,poor,1,11,Dirty,11,-16,Gold,1,-10,10,10,2,1,6,421077,4,54,1,1,2
abu154w1,poor,1,21,Dirty,21,-12,Gold,1,-10,10,10,2,1,6,422333,5,55,1,1,2
abu154w1,poor,1,17,Gold,17,-18,Gold,1,-10,10,10,1,0,6,423637,6,56,1,1,2
abu154w1,poor,1,18,Gold,18,1,Gold,1,-10,10,10,1,0,6,425421,7,57,1,1,2
abu154w1,poor,1,2,Gold,2,-19,Gold,1,-10,10,10,1,0,6,426748,8,58,1,1,2
abu154w1,poor,1,20,Dirty,20,-8,Gold,1,-10,10,10,2,1,6,428125,9,59,1,1,2
abu154w1,poor,1,-2,Rocks,-2,10,Rocks,0,-10,10,10,0,0,6,430381,10,60,1,1,2
6xxs1pgl,neutral,0,15,Gold,-12,15,Gold,1,10,-10,10,1,0,1,201728,1,1,1,1,1
6xxs1pgl,neutral,0,15,Gold,-25,15,Gold,1,10,-10,10,1,0,1,204362,2,2,1,1,1
6xxs1pgl,neutral,0,16,Dirty,-14,16,Gold,1,10,-10,10,2,1,1,208880,3,3,1,1,1
6xxs1pgl,neutral,0,9,Gold,1,9,Gold,1,10,-10,10,1,0,1,212131,4,4,1,1,1
6xxs1pgl,neutral,0,11,Dirty,-12,11,Gold,1,10,-10,10,2,1,1,217265,5,5,1,1,1
6xxs1pgl,neutral,0,7,Gold,-2,7,Gold,1,10,-10,10,1,0,1,220206,6,6,1,1,1
6xxs1pgl,neutral,0,-1,Dirty,-9,-1,Rocks,0,10,-10,10,2,1,1,223492,7,7,1,1,1
6xxs1pgl,neutral,0,7,Gold,-15,7,Gold,1,10,-10,10,1,0,1,225979,8,8,1,1,1
6xxs1pgl,neutral,0,12,Dirty,-15,12,Gold,1,10,-10,10,2,1,1,229920,9,9,1,1,1
6xxs1pgl,neutral,0,2,Dirty,-2,2,Rocks,0,10,-10,10,2,1,1,232477,10,10,1,0,1
6xxs1pgl,rich,1,-14,Dirty,-14,-4,Gold,1,-10,10,10,2,1,2,242614,1,11,1,0,2
6xxs1pgl,rich,0,-19,Dirty,34,-19,Rocks,0,-10,10,10,2,1,2,247223,2,12,0,1,2
6xxs1pgl,rich,1,2,Dirty,2,1,Gold,1,-10,10,10,2,1,2,250166,3,13,1,1,2
6xxs1pgl,rich,1,-15,Rocks,-15,-1,Rocks,0,-10,10,10,0,0,2,253504,4,14,1,1,2
6xxs1pgl,rich,1,26,Dirty,26,-2,Gold,1,-10,10,10,2,1,2,256456,5,15,1,1,2
6xxs1pgl,rich,1,13,Gold,13,-22,Gold,1,-10,10,10,1,0,2,258206,6,16,1,1,2
6xxs1pgl,rich,1,12,Gold,12,10,Gold,1,-10,10,10,1,0,2,260380,7,17,1,1,2
6xxs1pgl,rich,1,-4,Dirty,-4,-21,Rocks,0,-10,10,10,2,1,2,262713,8,18,1,1,2
6xxs1pgl,rich,1,10,Gold,10,-4,Gold,1,-10,10,10,1,0,2,264446,9,19,1,1,2
6xxs1pgl,rich,1,9,Gold,9,-14,Gold,1,-10,10,10,1,0,2,266217,10,20,1,1,2
6xxs1pgl,poor,0,9,Dirty,-24,9,Rocks,0,10,-10,10,2,1,3,276573,1,21,1,0,1
6xxs1pgl,poor,0,8,Gold,-6,8,Gold,1,10,-10,10,1,0,3,278906,2,22,1,1,1
6xxs1pgl,poor,0,7,Dirty,-9,7,Rocks,0,10,-10,10,2,1,3,280656,3,23,1,0,1
6xxs1pgl,poor,0,7,Gold,-14,7,Gold,1,10,-10,10,1,0,3,282961,4,24,1,1,1
6xxs1pgl,poor,0,-5,Rocks,-4,-5,Rocks,0,10,-10,10,0,0,3,284639,5,25,1,1,1
6xxs1pgl,poor,0,28,Dirty,-21,28,Rocks,0,10,-10,10,2,1,3,287222,6,26,1,0,1
6xxs1pgl,poor,0,23,Dirty,-19,23,Rocks,0,10,-10,10,2,1,3,289563,7,27,1,0,1
6xxs1pgl,poor,0,10,Gold,-22,10,Gold,1,10,-10,10,1,0,3,292015,8,28,1,1,1
6xxs1pgl,poor,0,21,Dirty,-13,21,Rocks,0,10,-10,10,2,1,3,294351,9,29,1,0,1
6xxs1pgl,poor,0,15,Gold,-19,15,Gold,1,10,-10,10,1,0,3,297205,10,30,1,1,1
6xxs1pgl,poor,0,23,Dirty,-3,23,Rocks,0,10,-10,10,2,1,4,312133,1,31,1,0,1
6xxs1pgl,poor,1,1,Dirty,1,8,Rocks,0,10,-10,10,2,1,4,315959,2,32,0,0,1
6xxs1pgl,poor,0,14,Gold,-10,14,Gold,1,10,-10,10,1,0,4,318086,3,33,1,1,1
6xxs1pgl,poor,0,3,Gold,-4,3,Gold,1,10,-10,10,1,0,4,320323,4,34,1,1,1
6xxs1pgl,poor,0,26,Dirty,-11,26,Rocks,0,10,-10,10,2,1,4,322383,5,35,1,0,1
6xxs1pgl,poor,0,21,Dirty,2,21,Rocks,0,10,-10,10,2,1,4,325384,6,36,1,0,1
6xxs1pgl,poor,0,2,Gold,-8,2,Gold,1,10,-10,10,1,0,4,327396,7,37,1,1,1
6xxs1pgl,poor,0,2,Gold,-9,2,Gold,1,10,-10,10,1,0,4,329406,8,38,1,1,1
6xxs1pgl,poor,0,10,Gold,-17,10,Gold,1,10,-10,10,1,0,4,331546,9,39,1,1,1
6xxs1pgl,poor,0,17,Dirty,-19,17,Rocks,0,10,-10,10,2,1,4,334032,10,40,1,0,1
6xxs1pgl,neutral,0,-21,Dirty,2,-21,Rocks,0,-10,10,10,2,1,5,342443,1,41,0,1,2
6xxs1pgl,neutral,1,9,Gold,9,-9,Gold,1,-10,10,10,1,0,5,344332,2,42,1,1,2
6xxs1pgl,neutral,1,15,Gold,15,-14,Gold,1,-10,10,10,1,0,5,346344,3,43,1,1,2
6xxs1pgl,neutral,1,29,Dirty,29,-20,Gold,1,-10,10,10,2,1,5,349570,4,44,1,1,2
6xxs1pgl,neutral,1,10,Gold,10,-18,Gold,1,-10,10,10,1,0,5,351467,5,45,1,1,2
6xxs1pgl,neutral,1,20,Dirty,20,-4,Gold,1,-10,10,10,2,1,5,353444,6,46,1,1,2
6xxs1pgl,neutral,1,13,Gold,13,-7,Gold,1,-10,10,10,1,0,5,355337,7,47,1,1,2
6xxs1pgl,neutral,1,-6,Dirty,-6,4,Rocks,0,-10,10,10,2,1,5,357096,8,48,1,1,2
6xxs1pgl,neutral,1,16,Dirty,16,-11,Rocks,0,-10,10,10,2,1,5,360412,9,49,1,0,2
6xxs1pgl,neutral,1,22,Gold,22,-4,Gold,1,-10,10,10,1,0,5,361885,10,50,1,1,2
6xxs1pgl,rich,0,12,Gold,-14,12,Gold,1,10,-10,10,1,0,6,370616,1,51,1,1,1
6xxs1pgl,rich,0,11,Gold,-7,11,Gold,1,10,-10,10,1,0,6,372330,2,52,1,1,1
6xxs1pgl,rich,0,21,Dirty,-11,21,Gold,1,10,-10,10,2,1,6,374720,3,53,1,1,1
6xxs1pgl,rich,0,9,Dirty,4,9,Gold,1,10,-10,10,2,1,6,377594,4,54,1,1,1
6xxs1pgl,rich,0,21,Dirty,-9,21,Rocks,0,10,-10,10,2,1,6,379908,5,55,1,0,1
6xxs1pgl,rich,0,11,Gold,-11,11,Gold,1,10,-10,10,1,0,6,381729,6,56,1,1,1
6xxs1pgl,rich,0,2,Gold,-25,2,Gold,1,10,-10,10,1,0,6,383469,7,57,1,1,1
6xxs1pgl,rich,0,9,Dirty,-23,9,Gold,1,10,-10,10,2,1,6,387441,8,58,1,1,1
6xxs1pgl,rich,0,-1,Dirty,5,-1,Rocks,0,10,-10,10,2,1,6,390924,9,59,1,1,1
6xxs1pgl,rich,0,6,Gold,-9,6,Gold,1,10,-10,10,1,0,6,394312,10,60,1,1,1
gqasrfzc,neutral,1,-4,Dirty,-4,2,Rocks,0,-10,10,10,2,1,1,195900,1,1,1,1,2
gqasrfzc,neutral,0,-6,Dirty,14,-6,Rocks,0,-10,10,10,2,1,1,202578,2,2,0,1,2
gqasrfzc,neutral,1,5,Gold,5,-12,Gold,1,-10,10,10,1,0,1,209243,3,3,1,1,2
gqasrfzc,neutral,1,15,Dirty,15,-12,Gold,1,-10,10,10,2,1,1,212914,4,4,1,1,2
