param,pearson_r,slope,intercept,rmse
invtemp,0.122167694459079,0.023931126464064,3.39929139231322,0.344803970280949
lr_pos,0.843908110173434,0.988047099353991,0.0477786375786171,0.178948429163505
lr_neg,0.784196252628082,0.90043133434387,0.142275102328732,0.203762770531711
sticky,0.9357668510742,1.27042566455556,0.777784570535728,2.8100407322626
q_poor,-0.0103783179665058,-0.00858868352566589,-1.45695374761884,7.70530913046214
q_rich,-0.174768512897399,-0.152711918173129,-0.512927267123271,7.70666888451397
q_neutral,0.0773473605029122,0.0627436359431107,0.208598622451631,6.92357086385526
