param,pearson_r,slope,intercept,rmse
invtemp,0.0196595462129869,0.00420444441677459,3.74466993913704,0.439230498555125
lr_pos,0.893783182751856,0.974541497018444,0.0597070597111387,0.135695670849966
lr_neg,0.760815496715283,0.877166329862851,0.106600214445648,0.199059041934859
sticky,0.862898902533657,1.05931236931137,0.924282356764953,3.24643531740343
bias,0.983430994363548,1.0196247011692,-0.00298656732326438,0.112059485875933
