param,pearson_r,slope,intercept,rmse
invtemp,0.225986084787916,0.0466912807260675,3.4066260028676,0.391992498179776
lr_pos,0.833616161070484,0.938596693179173,0.100251665748981,0.160934183336149
lr_neg,0.822049011397064,0.906608288030959,0.0793833263942195,0.170753290920049
sticky,0.887205500435294,1.05650068260111,0.367781112503866,3.05387215414461
bias,0.977230024024783,0.997585070957068,0.00451702293788689,0.126099323317127
q_poor,0.163823490506326,0.155724574802106,0.1909045711861,8.21530469120029
q_rich,0.0201881797993593,0.0230274503732597,0.255133210542253,8.55905922600951
q_neutral,0.181087725905721,0.195551259346017,-0.218741759300963,8.17834388010913
