feedback,feedback_right,feedback_left,guess_num,mean_left,mean_right,sd,valence,ambiguity,block,time_elapsed,trial_num,trial_num_total,choice_accuracy,guess_accuracy,better_choice,condition_num,subj_num,subj_choice
41,-13,41,1,20,0,15,2,1,5,292604,9,49,1,1,1,2,21,1
-5,-13,-5,0,20,0,15,2,1,5,295099,10,50,1,1,1,2,21,1
-17,-17,-32,0,-20,0,15,0,0,6,301973,1,51,1,1,2,1,21,2
-25,23,-25,0,-20,0,15,0,0,6,304564,2,52,0,1,2,1,21,1
6,6,-52,0,-20,0,15,2,1,6,306988,3,53,1,0,2,1,21,2
9,9,-9,1,-20,0,15,2,1,6,308556,4,54,1,1,2,1,21,2
20,20,-11,0,-20,0,15,2,1,6,310140,5,55,1,0,2,1,21,2
-14,-14,-18,0,-20,0,15,2,1,6,312068,6,56,1,1,2,1,21,2
10,10,-26,0,-20,0,15,2,1,6,313860,7,57,1,0,2,1,21,2
-11,-11,-29,1,-20,0,15,2,1,6,315196,8,58,1,0,2,1,21,2
4,4,-14,1,-20,0,15,2,1,6,316940,9,59,1,1,2,1,21,2
-22,-22,-29,0,-20,0,15,2,1,6,318340,10,60,1,1,2,1,21,2
-19,7,-19,0,0,-20,15,0,0,1,188612,1,1,1,1,1,1,22,1
-23,-23,-8,0,0,-20,15,0,0,1,192027,2,2,0,1,1,1,22,2
-7,-7,13,1,0,-20,15,2,1,1,196782,3,3,0,0,1,1,22,2
-14,-14,25,0,0,-20,15,2,1,1,199346,4,4,0,1,1,1,22,2
-34,-34,5,0,0,-20,15,2,1,1,203493,5,5,0,1,1,1,22,2
-28,-28,18,0,0,-20,15,2,1,1,208518,6,6,0,1,1,1,22,2
-3,13,-3,1,0,-20,15,2,1,1,211361,7,7,1,0,1,1,22,1
-32,-22,-32,0,0,-20,15,2,1,1,213701,8,8,1,1,1,1,22,1
-9,7,-9,1,0,-20,15,2,1,1,216311,9,9,1,0,1,1,22,1
-9,-21,-9,1,0,-20,15,2,1,1,218823,10,10,1,0,1,1,22,1
-1,-1,11,0,-10,10,15,0,0,2,229224,1,11,1,1,2,3,22,2
12,-9,12,1,-10,10,15,1,0,2,233763,2,12,0,1,2,3,22,1
-8,-5,-8,1,-10,10,15,2,1,2,235836,3,13,0,0,2,3,22,1
-16,13,-16,1,-10,10,15,2,1,2,237369,4,14,0,0,2,3,22,1
7,-9,7,1,-10,10,15,2,1,2,238984,5,15,0,1,2,3,22,1
5,1,5,1,-10,10,15,2,1,2,240846,6,16,0,1,2,3,22,1
-21,-5,-21,0,-10,10,15,2,1,2,242815,7,17,0,1,2,3,22,1
-10,11,-10,1,-10,10,15,2,1,2,244439,8,18,0,0,2,3,22,1
5,-2,5,1,-10,10,15,2,1,2,246598,9,19,0,1,2,3,22,1
10,11,10,1,-10,10,15,2,1,2,248276,10,20,0,1,2,3,22,1
28,28,-4,1,0,20,15,1,0,3,255814,1,21,1,1,2,2,22,2
7,7,1,1,0,20,15,1,0,3,258102,2,22,1,1,2,2,22,2
21,21,6,1,0,20,15,2,1,3,259657,3,23,1,1,2,2,22,2
22,22,-14,1,0,20,15,2,1,3,260914,4,24,1,1,2,2,22,2
18,18,-5,1,0,20,15,2,1,3,262478,5,25,1,1,2,2,22,2
25,25,-17,1,0,20,15,2,1,3,264380,6,26,1,1,2,2,22,2
30,30,-33,1,0,20,15,2,1,3,266061,7,27,1,1,2,2,22,2
38,38,-23,1,0,20,15,2,1,3,267859,8,28,1,1,2,2,22,2
50,50,19,1,0,20,15,2,1,3,271100,9,29,1,1,2,2,22,2
7,7,6,1,0,20,15,2,1,3,272676,10,30,1,1,2,2,22,2
-18,35,-18,0,0,20,15,0,0,4,279375,1,31,0,1,2,2,22,1
9,9,-3,1,0,20,15,1,0,4,281268,2,32,1,1,2,2,22,2
22,22,-24,1,0,20,15,2,1,4,283507,3,33,1,1,2,2,22,2
22,22,7,1,0,20,15,2,1,4,284834,4,34,1,1,2,2,22,2
31,31,-10,1,0,20,15,2,1,4,286479,5,35,1,1,2,2,22,2
18,18,22,0,0,20,15,2,1,4,287943,6,36,1,0,2,2,22,2
15,15,1,1,0,20,15,2,1,4,289495,7,37,1,1,2,2,22,2
29,29,4,0,0,20,15,2,1,4,291390,8,38,1,0,2,2,22,2
21,21,-3,1,0,20,15,2,1,4,293086,9,39,1,1,2,2,22,2
37,37,26,1,0,20,15,2,1,4,294647,10,40,1,1,2,2,22,2
20,20,-1,1,-10,10,15,1,0,5,299797,1,41,1,1,2,3,22,2
25,25,-6,1,-10,10,15,1,0,5,301570,2,42,1,1,2,3,22,2
12,12,-11,1,-10,10,15,2,1,5,303127,3,43,1,1,2,3,22,2
-5,-5,-13,0,-10,10,15,2,1,5,305321,4,44,1,1,2,3,22,2
-3,-3,-32,0,-10,10,15,2,1,5,307148,5,45,1,1,2,3,22,2
31,31,14,1,-10,10,15,2,1,5,308515,6,46,1,1,2,3,22,2
34,34,-13,1,-10,10,15,2,1,5,309857,7,47,1,1,2,3,22,2
21,21,9,1,-10,10,15,2,1,5,311294,8,48,1,1,2,3,22,2
4,4,-21,0,-10,10,15,2,1,5,313068,9,49,1,0,2,3,22,2
-16,-16,2,1,-10,10,15,2,1,5,314411,10,50,1,0,2,3,22,2
20,-14,20,1,0,-20,15,1,0,6,320711,1,51,1,1,1,1,22,1
-12,-27,-12,0,0,-20,15,0,0,6,324630,2,52,1,1,1,1,22,1
25,-40,25,0,0,-20,15,2,1,6,326913,3,53,1,0,1,1,22,1
3,-4,3,1,0,-20,15,2,1,6,328606,4,54,1,1,1,1,22,1
2,-24,2,0,0,-20,15,2,1,6,330186,5,55,1,0,1,1,22,1
-17,-2,-17,0,0,-20,15,2,1,6,331816,6,56,1,1,1,1,22,1
26,24,26,0,0,-20,15,2,1,6,333434,7,57,1,0,1,1,22,1
20,-32,20,1,0,-20,15,2,1,6,335352,8,58,1,1,1,1,22,1
-4,-21,-4,1,0,-20,15,2,1,6,337198,9,59,1,0,1,1,22,1
45,-5,45,0,0,-20,15,2,1,6,338969,10,60,1,0,1,1,22,1
-25,-6,-25,0,-20,0,15,0,0,1,392650,1,1,0,1,2,1,23,1
4,4,2,1,-20,0,15,1,0,1,399659,2,2,1,1,2,1,23,2
7,7,7,1,-20,0,15,2,1,1,403118,3,3,1,1,2,1,23,2
28,28,-4,1,-20,0,15,2,1,1,406244,4,4,1,1,2,1,23,2
-26,-26,-27,1,-20,0,15,2,1,1,408283,5,5,1,0,2,1,23,2
-2,-2,-12,1,-20,0,15,2,1,1,410782,6,6,1,0,2,1,23,2
8,8,-25,1,-20,0,15,2,1,1,413104,7,7,1,1,2,1,23,2
6,6,-4,1,-20,0,15,2,1,1,415910,8,8,1,1,2,1,23,2
18,18,-38,1,-20,0,15,2,1,1,419128,9,9,1,1,2,1,23,2
-22,-22,-13,1,-20,0,15,2,1,1,424196,10,10,1,0,2,1,23,2
3,3,10,1,0,20,15,1,0,2,439210,1,11,1,1,2,2,23,2
9,34,9,1,0,20,15,1,0,2,444870,2,12,0,1,2,2,23,1
7,20,7,1,0,20,15,2,1,2,448612,3,13,0,1,2,2,23,1
10,10,6,0,0,20,15,2,1,2,451436,4,14,1,0,2,2,23,2
-7,32,-7,1,0,20,15,2,1,2,454016,5,15,0,0,2,2,23,1
-3,29,-3,1,0,20,15,2,1,2,456593,6,16,0,0,2,2,23,1
6,6,20,1,0,20,15,2,1,2,459756,7,17,1,1,2,2,23,2
-3,15,-3,1,0,20,15,2,1,2,463396,8,18,0,0,2,2,23,1
24,43,24,1,0,20,15,2,1,2,466366,9,19,0,1,2,2,23,1
14,14,-18,0,0,20,15,2,1,2,468915,10,20,1,0,2,2,23,2
14,14,-25,1,-10,10,15,1,0,3,485921,1,21,1,1,2,3,23,2
1,19,1,1,-10,10,15,1,0,3,489191,2,22,0,1,2,3,23,1
12,44,12,1,-10,10,15,2,1,3,492801,3,23,0,1,2,3,23,1
-21,39,-21,1,-10,10,15,2,1,3,495221,4,24,0,0,2,3,23,1
-1,6,-1,0,-10,10,15,2,1,3,497616,5,25,0,1,2,3,23,1
10,28,10,1,-10,10,15,2,1,3,499729,6,26,0,1,2,3,23,1
1,16,1,1,-10,10,15,2,1,3,502415,7,27,0,1,2,3,23,1
-4,14,-4,0,-10,10,15,2,1,3,504608,8,28,0,1,2,3,23,1
13,3,13,0,-10,10,15,2,1,3,506829,9,29,0,0,2,3,23,1
-14,14,-14,0,-10,10,15,2,1,3,509517,10,30,0,1,2,3,23,1
-4,-4,13,1,20,0,15,0,0,4,521567,1,31,0,0,1,2,23,2
9,-11,9,1,20,0,15,1,0,4,527891,2,32,1,1,1,2,23,1
1,1,-7,0,20,0,15,2,1,4,531711,3,33,0,0,1,2,23,2
-8,-8,5,0,20,0,15,2,1,4,534056,4,34,0,1,1,2,23,2
12,2,12,1,20,0,15,2,1,4,536550,5,35,1,1,1,2,23,1
37,1,37,1,20,0,15,2,1,4,538960,6,36,1,1,1,2,23,1
12,-22,12,1,20,0,15,2,1,4,541883,7,37,1,1,1,2,23,1
8,-3,8,0,20,0,15,2,1,4,544498,8,38,1,0,1,2,23,1
15,15,12,1,20,0,15,2,1,4,547373,9,39,0,1,1,2,23,2
11,11,7,1,20,0,15,2,1,4,549632,10,40,0,1,1,2,23,2
-6,-6,-7,0,0,-20,15,0,0,5,559667,1,41,0,1,1,1,23,2
-1,12,-1,1,0,-20,15,0,0,5,564470,2,42,1,0,1,1,23,1
-1,5,-1,0,0,-20,15,2,1,5,567004,3,43,1,1,1,1,23,1
-1,-36,-1,1,0,-20,15,2,1,5,568947,4,44,1,0,1,1,23,1
5,-27,5,0,0,-20,15,2,1,5,571289,5,45,1,0,1,1,23,1
-6,-6,-6,0,0,-20,15,2,1,5,573597,6,46,1,1,1,1,23,1
22,-36,22,1,0,-20,15,2,1,5,575543,7,47,1,1,1,1,23,1
-2,-14,-2,1,0,-20,15,2,1,5,577796,8,48,1,0,1,1,23,1
-6,-4,-6,1,0,-20,15,2,1,5,579711,9,49,1,0,1,1,23,1
23,11,23,1,0,-20,15,2,1,5,582509,10,50,1,1,1,1,23,1
18,11,18,1,-10,10,15,1,0,6,591594,1,51,0,1,2,3,23,1
-4,-4,3,0,-10,10,15,0,0,6,594184,2,52,1,1,2,3,23,2
-15,10,-15,1,-10,10,15,2,1,6,596486,3,53,0,0,2,3,23,1
-8,21,-8,1,-10,10,15,2,1,6,599848,4,54,0,0,2,3,23,1
-41,7,-41,1,-10,10,15,2,1,6,602887,5,55,0,0,2,3,23,1
-4,6,-4,1,-10,10,15,2,1,6,605418,6,56,0,0,2,3,23,1
12,6,12,1,-10,10,15,2,1,6,607736,7,57,0,1,2,3,23,1
-12,-2,-12,1,-10,10,15,2,1,6,610197,8,58,0,0,2,3,23,1
-21,12,-21,1,-10,10,15,2,1,6,612686,9,59,0,0,2,3,23,1
1,2,1,0,-10,10,15,2,1,6,615580,10,60,0,0,2,3,23,1
-29,-29,12,0,0,-20,15,0,0,1,237986,1,1,0,1,1,1,24,2
20,-21,20,1,0,-20,15,1,0,1,241722,2,2,1,1,1,1,24,1
-7,-20,-7,0,0,-20,15,2,1,1,249205,3,3,1,1,1,1,24,1
-15,-15,1,0,0,-20,15,2,1,1,254331,4,4,0,1,1,1,24,2
-10,12,-10,1,0,-20,15,2,1,1,257630,5,5,1,0,1,1,24,1
-46,-23,-46,0,0,-20,15,2,1,1,263907,6,6,1,1,1,1,24,1
-36,-36,3,1,0,-20,15,2,1,1,266200,7,7,0,0,1,1,24,2
-3,-3,-3,1,0,-20,15,2,1,1,268596,8,8,1,0,1,1,24,1
15,-7,15,0,0,-20,15,2,1,1,271417,9,9,1,0,1,1,24,1
-26,-13,-26,0,0,-20,15,2,1,1,273727,10,10,1,1,1,1,24,1
1,14,1,1,-10,10,15,1,0,2,327756,1,11,0,1,2,3,24,1
12,12,-18,0,-10,10,15,1,0,2,330455,2,12,1,0,2,3,24,2
-20,29,-20,0,-10,10,15,2,1,2,333560,3,13,0,1,2,3,24,1
-3,20,-3,0,-10,10,15,2,1,2,335153,4,14,0,1,2,3,24,1
-2,5,-2,0,-10,10,15,2,1,2,339369,5,15,0,1,2,3,24,1
-4,-4,-35,1,-10,10,15,2,1,2,341636,6,16,1,0,2,3,24,2
15,19,15,1,-10,10,15,2,1,2,344718,7,17,0,1,2,3,24,1
6,31,6,1,-10,10,15,2,1,2,348248,8,18,0,1,2,3,24,1
30,30,-31,1,-10,10,15,2,1,2,351221,9,19,1,1,2,3,24,2
22,22,-8,1,-10,10,15,2,1,2,353637,10,20,1,1,2,3,24,2
39,-16,39,1,20,0,15,1,0,3,483250,1,21,1,1,1,2,24,1
13,2,13,1,20,0,15,1,0,3,485403,2,22,1,1,1,2,24,1
-1,-1,9,0,20,0,15,2,1,3,487306,3,23,0,1,1,2,24,2
-32,-32,27,0,20,0,15,2,1,3,489118,4,24,0,1,1,2,24,2
24,-3,24,0,20,0,15,2,1,3,491155,5,25,1,0,1,2,24,1
-21,-21,32,0,20,0,15,2,1,3,493104,6,26,0,1,1,2,24,2
5,-1,5,0,20,0,15,2,1,3,498407,7,27,1,0,1,2,24,1
-8,-8,42,1,20,0,15,2,1,3,500244,8,28,0,0,1,2,24,2
-21,-21,26,1,20,0,15,2,1,3,502374,9,29,0,0,1,2,24,2
29,-9,29,1,20,0,15,2,1,3,504786,10,30,1,1,1,2,24,1
-13,-33,-13,0,0,-20,15,0,0,4,509038,1,31,1,1,1,1,24,1
16,-20,16,1,0,-20,15,1,0,4,511464,2,32,1,1,1,1,24,1
-4,-18,-4,0,0,-20,15,2,1,4,513510,3,33,1,1,1,1,24,1
-16,-16,15,0,0,-20,15,2,1,4,515891,4,34,0,1,1,1,24,2
-51,-51,3,0,0,-20,15,2,1,4,517985,5,35,0,1,1,1,24,2
34,-24,34,0,0,-20,15,2,1,4,531465,6,36,1,0,1,1,24,1
-13,-13,-13,1,0,-20,15,2,1,4,534374,7,37,0,0,1,1,24,2
4,4,2,0,0,-20,15,2,1,4,537333,8,38,0,0,1,1,24,2
10,-27,10,0,0,-20,15,2,1,4,539152,9,39,1,0,1,1,24,1
15,-12,15,0,0,-20,15,2,1,4,540739,10,40,1,0,1,1,24,1
-15,45,-15,1,-10,10,15,0,0,5,609442,1,41,0,0,2,3,24,1
4,28,4,1,-10,10,15,1,0,5,611312,2,42,0,1,2,3,24,1
-5,-5,8,0,-10,10,15,2,1,5,612703,3,43,1,1,2,3,24,2
7,7,-6,0,-10,10,15,2,1,5,614150,4,44,1,0,2,3,24,2
-9,23,-9,0,-10,10,15,2,1,5,615908,5,45,0,1,2,3,24,1
5,5,-2,1,-10,10,15,2,1,5,618361,6,46,1,1,2,3,24,2
26,26,2,1,-10,10,15,2,1,5,620857,7,47,1,1,2,3,24,2
-27,7,-27,0,-10,10,15,2,1,5,622488,8,48,0,1,2,3,24,1
-35,2,-35,0,-10,10,15,2,1,5,625097,9,49,0,1,2,3,24,1
32,32,-15,0,-10,10,15,2,1,5,626603,10,50,1,0,2,3,24,2
16,-15,16,1,20,0,15,1,0,6,759044,1,51,1,1,1,2,24,1
8,5,8,1,20,0,15,1,0,6,761013,2,52,1,1,1,2,24,1
-32,-32,5,1,20,0,15,2,1,6,762799,3,53,0,0,1,2,24,2
-1,19,-1,0,20,0,15,2,1,6,765166,4,54,1,1,1,2,24,1
32,33,32,1,20,0,15,2,1,6,767151,5,55,1,1,1,2,24,1
12,12,38,1,20,0,15,2,1,6,769035,6,56,0,1,1,2,24,2
5,5,-1,0,20,0,15,2,1,6,770681,7,57,0,0,1,2,24,2
14,14,15,1,20,0,15,2,1,6,772933,8,58,0,1,1,2,24,2
18,3,18,0,20,0,15,2,1,6,775620,9,59,1,0,1,2,24,1
21,13,21,1,20,0,15,2,1,6,777303,10,60,1,1,1,2,24,1
-6,-6,-11,0,-10,10,15,0,0,1,362917,1,1,1,1,2,3,25,2
-35,-12,-35,0,-10,10,15,0,0,1,370788,2,2,0,1,2,3,25,1
-2,-2,-7,0,-10,10,15,2,1,1,376106,3,3,1,1,2,3,25,2
2,12,2,0,-10,10,15,2,1,1,379542,4,4,0,0,2,3,25,1
21,21,-3,1,-10,10,15,2,1,1,389134,5,5,1,1,2,3,25,2
-1,-1,16,0,-10,10,15,2,1,1,393420,6,6,1,1,2,3,25,2
7,7,-24,1,-10,10,15,2,1,1,397847,7,7,1,1,2,3,25,2
-1,12,-1,0,-10,10,15,2,1,1,401961,8,8,0,1,2,3,25,1
-11,31,-11,0,-10,10,15,2,1,1,405307,9,9,0,1,2,3,25,1
-31,9,-31,1,-10,10,15,2,1,1,408664,10,10,0,0,2,3,25,1
33,-42,33,1,10,-10,15,1,0,2,417915,1,11,1,1,1,3,25,1
13,-1,13,1,10,-10,15,1,0,2,420730,2,12,1,1,1,3,25,1
20,-13,20,1,10,-10,15,2,1,2,426223,3,13,1,1,1,3,25,1
-4,12,-4,0,10,-10,15,2,1,2,430527,4,14,1,1,1,3,25,1
11,11,-5,0,10,-10,15,2,1,2,442801,5,15,0,0,1,3,25,2
-5,-16,-5,1,10,-10,15,2,1,2,445493,6,16,1,0,1,3,25,1
-22,-19,-22,1,10,-10,15,2,1,2,451022,7,17,1,0,1,3,25,1
-6,-6,18,0,10,-10,15,2,1,2,453730,8,18,0,1,1,3,25,2
22,-7,22,0,10,-10,15,2,1,2,456967,9,19,1,0,1,3,25,1
-23,-23,4,1,10,-10,15,2,1,2,460159,10,20,0,0,1,3,25,2
7,7,4,1,0,20,15,1,0,3,469016,1,21,1,1,2,2,25,2
17,17,3,1,0,20,15,1,0,3,470844,2,22,1,1,2,2,25,2
1,5,1,1,0,20,15,2,1,3,474788,3,23,0,1,2,2,25,1
15,15,5,1,0,20,15,2,1,3,477329,4,24,1,1,2,2,25,2
31,31,-2,1,0,20,15,2,1,3,479810,5,25,1,1,2,2,25,2
40,40,32,1,0,20,15,2,1,3,484135,6,26,1,1,2,2,25,2
-25,26,-25,0,0,20,15,2,1,3,487279,7,27,0,1,2,2,25,1
11,11,-23,1,0,20,15,2,1,3,489771,8,28,1,1,2,2,25,2
3,3,9,1,0,20,15,2,1,3,493930,9,29,1,1,2,2,25,2
11,12,11,1,0,20,15,2,1,3,497287,10,30,0,1,2,2,25,1
-15,-15,-2,0,0,-20,15,0,0,4,505163,1,31,0,1,1,1,25,2
23,-4,23,1,0,-20,15,1,0,4,507941,2,32,1,1,1,1,25,1
-54,-54,39,0,0,-20,15,2,1,4,513971,3,33,0,1,1,1,25,2
2,-26,2,0,0,-20,15,2,1,4,516453,4,34,1,0,1,1,25,1
4,-9,4,1,0,-20,15,2,1,4,518983,5,35,1,1,1,1,25,1
4,-20,4,0,0,-20,15,2,1,4,521318,6,36,1,0,1,1,25,1
1,-29,1,1,0,-20,15,2,1,4,523392,7,37,1,1,1,1,25,1
8,8,1,0,0,-20,15,2,1,4,525985,8,38,0,0,1,1,25,2
-11,-11,6,0,0,-20,15,2,1,4,530935,9,39,0,1,1,1,25,2
-43,-43,27,1,0,-20,15,2,1,4,535683,10,40,0,0,1,1,25,2
-12,1,-12,0,-20,0,15,0,0,5,542661,1,41,0,1,2,1,25,1
18,18,-17,1,-20,0,15,1,0,5,544835,2,42,1,1,2,1,25,2
-2,-2,-25,0,-20,0,15,2,1,5,547800,3,43,1,1,2,1,25,2
1,1,-29,1,-20,0,15,2,1,5,549439,4,44,1,1,2,1,25,2
-1,-1,-23,1,-20,0,15,2,1,5,551209,5,45,1,0,2,1,25,2
-27,9,-27,0,-20,0,15,2,1,5,552894,6,46,0,1,2,1,25,1
10,10,-21,1,-20,0,15,2,1,5,554799,7,47,1,1,2,1,25,2
-40,-1,-40,0,-20,0,15,2,1,5,557967,8,48,0,1,2,1,25,1
-2,-2,-8,1,-20,0,15,2,1,5,560217,9,49,1,0,2,1,25,2
-25,-21,-25,0,-20,0,15,2,1,5,562834,10,50,0,1,2,1,25,1
25,25,-10,1,0,20,15,1,0,6,571587,1,51,1,1,2,2,25,2
37,37,3,1,0,20,15,1,0,6,573742,2,52,1,1,2,2,25,2
20,20,-17,1,0,20,15,2,1,6,576175,3,53,1,1,2,2,25,2
38,38,17,1,0,20,15,2,1,6,578807,4,54,1,1,2,2,25,2
27,27,1,1,0,20,15,2,1,6,581389,5,55,1,1,2,2,25,2
6,6,-1,0,0,20,15,2,1,6,583852,6,56,1,0,2,2,25,2
9,9,-13,0,0,20,15,2,1,6,586703,7,57,1,0,2,2,25,2
21,21,-9,1,0,20,15,2,1,6,588543,8,58,1,1,2,2,25,2
30,30,-6,1,0,20,15,2,1,6,590916,9,59,1,1,2,2,25,2
4,4,13,0,0,20,15,2,1,6,594027,10,60,1,0,2,2,25,2
2,12,2,1,0,20,15,1,0,1,275260,1,1,0,1,2,2,26,1
29,29,7,1,0,20,15,1,0,1,279934,2,2,1,1,2,2,26,2
10,10,1,1,0,20,15,2,1,1,284171,3,3,1,1,2,2,26,2
1,1,12,1,0,20,15,2,1,1,286972,4,4,1,1,2,2,26,2
16,16,4,1,0,20,15,2,1,1,290226,5,5,1,1,2,2,26,2
20,20,22,0,0,20,15,2,1,1,294957,6,6,1,0,2,2,26,2
21,21,-24,1,0,20,15,2,1,1,297758,7,7,1,1,2,2,26,2
1,1,1,0,0,20,15,2,1,1,300698,8,8,1,0,2,2,26,2
7,7,6,0,0,20,15,2,1,1,304698,9,9,1,0,2,2,26,2
-1,-1,10,1,0,20,15,2,1,1,307058,10,10,1,0,2,2,26,2
17,17,5,1,-10,10,15,1,0,2,316253,1,11,1,1,2,3,26,2
5,5,-6,1,-10,10,15,1,0,2,318207,2,12,1,1,2,3,26,2
-2,-2,18,0,-10,10,15,2,1,2,320604,3,13,1,1,2,3,26,2
5,5,-14,0,-10,10,15,2,1,2,323763,4,14,1,0,2,3,26,2
-4,26,-4,0,-10,10,15,2,1,2,327561,5,15,0,1,2,3,26,1
16,16,-40,1,-10,10,15,2,1,2,329935,6,16,1,1,2,3,26,2
22,22,7,1,-10,10,15,2,1,2,332110,7,17,1,1,2,3,26,2
-1,-1,-3,1,-10,10,15,2,1,2,334548,8,18,1,0,2,3,26,2
9,9,-11,0,-10,10,15,2,1,2,336613,9,19,1,0,2,3,26,2
-8,-8,-17,0,-10,10,15,2,1,2,339658,10,20,1,1,2,3,26,2
16,16,-17,1,0,20,15,1,0,3,347008,1,21,1,1,2,2,26,2
46,46,20,1,0,20,15,1,0,3,349320,2,22,1,1,2,2,26,2
19,19,5,1,0,20,15,2,1,3,352337,3,23,1,1,2,2,26,2
14,14,2,0,0,20,15,2,1,3,354260,4,24,1,0,2,2,26,2
11,11,-33,1,0,20,15,2,1,3,356810,5,25,1,1,2,2,26,2
22,22,1,0,0,20,15,2,1,3,358589,6,26,1,0,2,2,26,2
16,16,-2,0,0,20,15,2,1,3,360577,7,27,1,0,2,2,26,2
10,10,-3,1,0,20,15,2,1,3,362280,8,28,1,1,2,2,26,2
29,29,7,0,0,20,15,2,1,3,365265,9,29,1,0,2,2,26,2
2,2,-36,1,0,20,15,2,1,3,367047,10,30,1,1,2,2,26,2
-26,-26,-4,0,0,-20,15,0,0,4,377696,1,31,0,1,1,1,26,2
16,-29,16,1,0,-20,15,1,0,4,380136,2,32,1,1,1,1,26,1
-16,-23,-16,0,0,-20,15,2,1,4,382964,3,33,1,1,1,1,26,1
-8,-22,-8,0,0,-20,15,2,1,4,385668,4,34,1,1,1,1,26,1
-24,-23,-24,0,0,-20,15,2,1,4,388107,5,35,1,1,1,1,26,1
-15,-43,-15,1,0,-20,15,2,1,4,389887,6,36,1,0,1,1,26,1
12,-31,12,0,0,-20,15,2,1,4,392377,7,37,1,0,1,1,26,1
19,-31,19,0,0,-20,15,2,1,4,394096,8,38,1,0,1,1,26,1
-4,-34,-4,1,0,-20,15,2,1,4,396011,9,39,1,0,1,1,26,1
9,-1,9,0,0,-20,15,2,1,4,398058,10,40,1,0,1,1,26,1
15,15,-30,1,-10,10,15,1,0,5,403389,1,41,1,1,2,3,26,2
10,10,1,1,-10,10,15,1,0,5,405297,2,42,1,1,2,3,26,2
26,26,5,1,-10,10,15,2,1,5,407160,3,43,1,1,2,3,26,2
23,23,-22,0,-10,10,15,2,1,5,408878,4,44,1,0,2,3,26,2
-22,-22,-4,1,-10,10,15,2,1,5,410756,5,45,1,0,2,3,26,2
3,3,-12,0,-10,10,15,2,1,5,412552,6,46,1,0,2,3,26,2
12,12,-18,0,-10,10,15,2,1,5,414366,7,47,1,0,2,3,26,2
4,4,-21,1,-10,10,15,2,1,5,416009,8,48,1,1,2,3,26,2
12,12,-1,1,-10,10,15,2,1,5,417665,9,49,1,1,2,3,26,2
5,5,-35,0,-10,10,15,2,1,5,419369,10,50,1,0,2,3,26,2
6,18,6,1,0,-20,15,1,0,6,426171,1,51,1,1,1,1,26,1
-4,-4,4,0,0,-20,15,0,0,6,428562,2,52,0,1,1,1,26,2
-36,-36,-11,0,0,-20,15,2,1,6,432251,3,53,0,1,1,1,26,2
-19,-15,-19,0,0,-20,15,2,1,6,434861,4,54,1,1,1,1,26,1
26,-30,26,0,0,-20,15,2,1,6,436476,5,55,1,0,1,1,26,1
-32,-25,-32,0,0,-20,15,2,1,6,438314,6,56,1,1,1,1,26,1
-1,-13,-1,1,0,-20,15,2,1,6,439836,7,57,1,0,1,1,26,1
-3,-9,-3,1,0,-20,15,2,1,6,441408,8,58,1,0,1,1,26,1
-26,-22,-26,0,0,-20,15,2,1,6,442987,9,59,1,1,1,1,26,1
22,-14,22,0,0,-20,15,2,1,6,444379,10,60,1,0,1,1,26,1
-26,44,-26,0,-10,10,15,0,0,1,657177,1,1,0,1,2,3,27,1
-6,-6,-5,0,-10,10,15,0,0,1,662660,2,2,1,1,2,3,27,2
10,10,-13,1,-10,10,15,2,1,1,674610,3,3,1,1,2,3,27,2
28,28,1,1,-10,10,15,2,1,1,677885,4,4,1,1,2,3,27,2
8,20,8,0,-10,10,15,2,1,1,686899,5,5,0,0,2,3,27,1
-11,-11,-33,1,-10,10,15,2,1,1,691790,6,6,1,0,2,3,27,2
18,18,-30,1,-10,10,15,2,1,1,696850,7,7,1,1,2,3,27,2
-6,32,-6,0,-10,10,15,2,1,1,702836,8,8,0,1,2,3,27,1
21,21,2,0,-10,10,15,2,1,1,707741,9,9,1,0,2,3,27,2
-10,33,-10,1,-10,10,15,2,1,1,711142,10,10,0,0,2,3,27,1
8,-15,8,1,20,0,15,1,0,2,739914,1,11,1,1,1,2,27,1
39,-3,39,1,20,0,15,1,0,2,744162,2,12,1,1,1,2,27,1
22,-28,22,1,20,0,15,2,1,2,747503,3,13,1,1,1,2,27,1
21,-1,21,1,20,0,15,2,1,2,750761,4,14,1,1,1,2,27,1
20,-4,20,1,20,0,15,2,1,2,753927,5,15,1,1,1,2,27,1
31,-5,31,1,20,0,15,2,1,2,756881,6,16,1,1,1,2,27,1
16,-4,16,0,20,0,15,2,1,2,759598,7,17,1,0,1,2,27,1
-4,-4,10,0,20,0,15,2,1,2,763042,8,18,0,1,1,2,27,2
42,-5,42,1,20,0,15,2,1,2,766394,9,19,1,1,1,2,27,1
24,-29,24,1,20,0,15,2,1,2,771724,10,20,1,1,1,2,27,1
-3,24,-3,0,-20,0,15,0,0,3,784576,1,21,0,1,2,1,27,1
8,8,-23,1,-20,0,15,1,0,3,786924,2,22,1,1,2,1,27,2
5,5,-20,1,-20,0,15,2,1,3,790464,3,23,1,1,2,1,27,2
-13,-13,-44,1,-20,0,15,2,1,3,796237,4,24,1,0,2,1,27,2
4,4,-1,0,-20,0,15,2,1,3,799000,5,25,1,0,2,1,27,2
4,4,-28,0,-20,0,15,2,1,3,801629,6,26,1,0,2,1,27,2
