feedback,feedback_right,feedback_left,guess_num,mean_left,mean_right,sd,valence,ambiguity,block,time_elapsed,trial_num,trial_num_total,choice_accuracy,guess_accuracy,better_choice,condition_num,subj_num,subj_choice
-3,-3,56,0,20,0,15,0,0,1,239845,1,1,0,1,1,2,1,2
32,21,32,1,20,0,15,1,0,1,244763,2,2,1,1,1,2,1,1
8,7,8,1,20,0,15,2,1,1,250383,3,3,1,1,1,2,1,1
21,-8,21,1,20,0,15,2,1,1,253860,4,4,1,1,1,2,1,1
19,19,-4,1,20,0,15,2,1,1,257319,5,5,0,1,1,2,1,2
20,4,20,1,20,0,15,2,1,1,261052,6,6,1,1,1,2,1,1
5,5,36,0,20,0,15,2,1,1,264452,7,7,0,0,1,2,1,2
27,13,27,1,20,0,15,2,1,1,267158,8,8,1,1,1,2,1,1
43,6,43,1,20,0,15,2,1,1,269885,9,9,1,1,1,2,1,1
18,18,8,0,20,0,15,2,1,1,273303,10,10,0,0,1,2,1,2
12,12,-10,1,0,20,15,1,0,2,279215,1,11,1,1,2,2,1,2
-23,20,-23,0,0,20,15,0,0,2,281367,2,12,0,1,2,2,1,1
19,19,1,1,0,20,15,2,1,2,283290,3,13,1,1,2,2,1,2
14,14,-38,1,0,20,15,2,1,2,285850,4,14,1,1,2,2,1,2
6,35,6,0,0,20,15,2,1,2,288446,5,15,0,0,2,2,1,1
30,30,-5,1,0,20,15,2,1,2,290518,6,16,1,1,2,2,1,2
30,30,-5,1,0,20,15,2,1,2,292633,7,17,1,1,2,2,1,2
18,18,13,1,0,20,15,2,1,2,299682,8,18,1,1,2,2,1,2
11,11,-11,0,0,20,15,2,1,2,303791,9,19,1,0,2,2,1,2
1,42,1,0,0,20,15,2,1,2,310441,10,20,0,0,2,2,1,1
14,-2,14,1,-20,0,15,1,0,3,317995,1,21,0,1,2,1,1,1
-27,28,-27,0,-20,0,15,0,0,3,322115,2,22,0,1,2,1,1,1
-10,-10,-1,1,-20,0,15,2,1,3,324053,3,23,1,0,2,1,1,2
-20,-20,-33,0,-20,0,15,2,1,3,327393,4,24,1,1,2,1,1,2
-20,-3,-20,1,-20,0,15,2,1,3,329634,5,25,0,0,2,1,1,1
16,16,-35,0,-20,0,15,2,1,3,332348,6,26,1,0,2,1,1,2
-21,8,-21,1,-20,0,15,2,1,3,335112,7,27,0,0,2,1,1,1
-16,-3,-16,1,-20,0,15,2,1,3,336912,8,28,0,0,2,1,1,1
17,17,-20,0,-20,0,15,2,1,3,338986,9,29,1,0,2,1,1,2
-38,4,-38,1,-20,0,15,2,1,3,341194,10,30,0,0,2,1,1,1
-9,-9,23,0,10,-10,15,0,0,4,345557,1,31,0,1,1,3,1,2
1,-7,1,1,10,-10,15,1,0,4,347388,2,32,1,1,1,3,1,1
1,-1,1,1,10,-10,15,2,1,4,349350,3,33,1,1,1,3,1,1
5,-15,5,0,10,-10,15,2,1,4,351169,4,34,1,0,1,3,1,1
-42,-42,23,1,10,-10,15,2,1,4,352885,5,35,0,0,1,3,1,2
19,19,1,1,10,-10,15,2,1,4,355658,6,36,0,1,1,3,1,2
9,-10,9,0,10,-10,15,2,1,4,358357,7,37,1,0,1,3,1,1
-21,14,-21,1,10,-10,15,2,1,4,365800,8,38,1,0,1,3,1,1
-28,-28,1,1,10,-10,15,2,1,4,371782,9,39,0,0,1,3,1,2
13,13,24,0,10,-10,15,2,1,4,376767,10,40,0,0,1,3,1,2
8,-6,8,1,0,-20,15,1,0,5,380242,1,41,1,1,1,1,1,1
-32,-32,-20,0,0,-20,15,0,0,5,382801,2,42,0,1,1,1,1,2
3,-30,3,0,0,-20,15,2,1,5,385803,3,43,1,0,1,1,1,1
24,-17,24,1,0,-20,15,2,1,5,388276,4,44,1,1,1,1,1,1
-42,-42,-13,1,0,-20,15,2,1,5,396651,5,45,0,0,1,1,1,2
-2,-4,-2,0,0,-20,15,2,1,5,399128,6,46,1,1,1,1,1,1
-12,-17,-12,1,0,-20,15,2,1,5,401161,7,47,1,0,1,1,1,1
-22,-6,-22,0,0,-20,15,2,1,5,404108,8,48,1,1,1,1,1,1
8,8,12,0,0,-20,15,2,1,5,407250,9,49,0,0,1,1,1,2
-23,-23,-45,0,0,-20,15,2,1,5,409901,10,50,0,1,1,1,1,2
6,-18,6,1,10,-10,15,1,0,6,413528,1,51,1,1,1,3,1,1
-6,-8,-6,0,10,-10,15,0,0,6,415543,2,52,1,1,1,3,1,1
-8,-8,-5,0,10,-10,15,2,1,6,418027,3,53,0,1,1,3,1,2
9,-20,9,0,10,-10,15,2,1,6,421069,4,54,1,0,1,3,1,1
-1,-1,-1,0,10,-10,15,2,1,6,423568,5,55,0,1,1,3,1,2
-9,-33,-9,0,10,-10,15,2,1,6,426511,6,56,1,1,1,3,1,1
8,-6,8,1,10,-10,15,2,1,6,429376,7,57,1,1,1,3,1,1
7,7,9,1,10,-10,15,2,1,6,431731,8,58,0,1,1,3,1,2
12,12,-6,1,10,-10,15,2,1,6,433771,9,59,0,1,1,3,1,2
-3,-3,31,0,10,-10,15,2,1,6,435519,10,60,0,1,1,3,1,2
-13,-13,4,0,0,-20,15,0,0,1,273592,1,1,0,1,1,1,2,2
4,-44,4,1,0,-20,15,1,0,1,281263,2,2,1,1,1,1,2,1
43,-3,43,1,0,-20,15,2,1,1,291211,3,3,1,1,1,1,2,1
1,-23,1,1,0,-20,15,2,1,1,297825,4,4,1,1,1,1,2,1
5,4,5,1,0,-20,15,2,1,1,303722,5,5,1,1,1,1,2,1
2,-26,2,1,0,-20,15,2,1,1,309166,6,6,1,1,1,1,2,1
-30,-25,-30,1,0,-20,15,2,1,1,316647,7,7,1,0,1,1,2,1
-27,-7,-27,1,0,-20,15,2,1,1,322781,8,8,1,0,1,1,2,1
-37,-12,-37,1,0,-20,15,2,1,1,328675,9,9,1,0,1,1,2,1
6,-26,6,1,0,-20,15,2,1,1,336389,10,10,1,1,1,1,2,1
24,-17,24,1,10,-10,15,1,0,2,352782,1,11,1,1,1,3,2,1
14,-5,14,1,10,-10,15,1,0,2,362796,2,12,1,1,1,3,2,1
-7,-13,-7,1,10,-10,15,2,1,2,367413,3,13,1,0,1,3,2,1
24,-28,24,1,10,-10,15,2,1,2,371074,4,14,1,1,1,3,2,1
-1,4,-1,1,10,-10,15,2,1,2,374712,5,15,1,0,1,3,2,1
18,-13,18,1,10,-10,15,2,1,2,379467,6,16,1,1,1,3,2,1
11,1,11,1,10,-10,15,2,1,2,384974,7,17,1,1,1,3,2,1
25,-11,25,1,10,-10,15,2,1,2,390475,8,18,1,1,1,3,2,1
26,-20,26,1,10,-10,15,2,1,2,395364,9,19,1,1,1,3,2,1
20,8,20,1,10,-10,15,2,1,2,400831,10,20,1,1,1,3,2,1
-24,3,-24,0,20,0,15,0,0,3,416238,1,21,1,1,1,2,2,1
23,23,29,1,20,0,15,1,0,3,426600,2,22,0,1,1,2,2,2
5,14,5,1,20,0,15,2,1,3,432723,3,23,1,1,1,2,2,1
25,4,25,1,20,0,15,2,1,3,444481,4,24,1,1,1,2,2,1
19,-12,19,1,20,0,15,2,1,3,448534,5,25,1,1,1,2,2,1
16,2,16,1,20,0,15,2,1,3,453106,6,26,1,1,1,2,2,1
11,8,11,1,20,0,15,2,1,3,456668,7,27,1,1,1,2,2,1
29,-10,29,1,20,0,15,2,1,3,460743,8,28,1,1,1,2,2,1
24,31,24,1,20,0,15,2,1,3,463371,9,29,1,1,1,2,2,1
51,-5,51,1,20,0,15,2,1,3,467390,10,30,1,1,1,2,2,1
-15,-15,-1,0,0,-20,15,0,0,4,480980,1,31,0,1,1,1,2,2
-10,-27,-10,0,0,-20,15,0,0,4,488489,2,32,1,1,1,1,2,1
-17,-23,-17,0,0,-20,15,2,1,4,500674,3,33,1,1,1,1,2,1
-14,-1,-14,0,0,-20,15,2,1,4,507089,4,34,1,1,1,1,2,1
-7,-7,12,0,0,-20,15,2,1,4,516676,5,35,0,1,1,1,2,2
-25,-25,-20,0,0,-20,15,2,1,4,520695,6,36,0,1,1,1,2,2
-1,-36,-1,0,0,-20,15,2,1,4,526780,7,37,1,1,1,1,2,1
30,-8,30,0,0,-20,15,2,1,4,533994,8,38,1,0,1,1,2,1
14,-16,14,0,0,-20,15,2,1,4,540908,9,39,1,0,1,1,2,1
10,-36,10,0,0,-20,15,2,1,4,545166,10,40,1,0,1,1,2,1
16,1,16,1,10,-10,15,1,0,5,555295,1,41,1,1,1,3,2,1
10,-8,10,1,10,-10,15,1,0,5,559785,2,42,1,1,1,3,2,1
-2,9,-2,1,10,-10,15,2,1,5,564801,3,43,1,0,1,3,2,1
-11,-26,-11,1,10,-10,15,2,1,5,569136,4,44,1,0,1,3,2,1
17,-13,17,1,10,-10,15,2,1,5,573492,5,45,1,1,1,3,2,1
-5,-23,-5,1,10,-10,15,2,1,5,577737,6,46,1,0,1,3,2,1
26,-23,26,1,10,-10,15,2,1,5,581186,7,47,1,1,1,3,2,1
8,-1,8,1,10,-10,15,2,1,5,584658,8,48,1,1,1,3,2,1
19,-18,19,1,10,-10,15,2,1,5,588560,9,49,1,1,1,3,2,1
30,6,30,1,10,-10,15,2,1,5,592026,10,50,1,1,1,3,2,1
23,-4,23,1,20,0,15,1,0,6,603735,1,51,1,1,1,2,2,1
23,-11,23,1,20,0,15,1,0,6,608661,2,52,1,1,1,2,2,1
18,-18,18,1,20,0,15,2,1,6,612103,3,53,1,1,1,2,2,1
24,-5,24,1,20,0,15,2,1,6,616644,4,54,1,1,1,2,2,1
19,-19,19,1,20,0,15,2,1,6,622319,5,55,1,1,1,2,2,1
48,4,48,1,20,0,15,2,1,6,626568,6,56,1,1,1,2,2,1
16,13,16,1,20,0,15,2,1,6,632691,7,57,1,1,1,2,2,1
-13,-9,-13,1,20,0,15,2,1,6,635761,8,58,1,0,1,2,2,1
2,9,2,1,20,0,15,2,1,6,640559,9,59,1,1,1,2,2,1
28,-11,28,1,20,0,15,2,1,6,644300,10,60,1,1,1,2,2,1
26,4,26,1,20,0,15,1,0,1,470352,1,1,1,1,1,2,3,1
4,4,-3,1,20,0,15,1,0,1,476043,2,2,0,1,1,2,3,2
44,-5,44,1,20,0,15,2,1,1,481981,3,3,1,1,1,2,3,1
-12,-12,20,0,20,0,15,2,1,1,488501,4,4,0,1,1,2,3,2
19,7,19,1,20,0,15,2,1,1,492758,5,5,1,1,1,2,3,1
-9,-9,18,0,20,0,15,2,1,1,500303,6,6,0,1,1,2,3,2
11,-1,11,1,20,0,15,2,1,1,505366,7,7,1,1,1,2,3,1
-1,-25,-1,0,20,0,15,2,1,1,510854,8,8,1,1,1,2,3,1
12,12,6,1,20,0,15,2,1,1,514824,9,9,0,1,1,2,3,2
27,27,14,1,20,0,15,2,1,1,521189,10,10,0,1,1,2,3,2
-38,-3,-38,0,-10,10,15,0,0,2,539638,1,11,0,1,2,3,3,1
12,12,-35,1,-10,10,15,1,0,2,544205,2,12,1,1,2,3,3,2
3,3,-27,1,-10,10,15,2,1,2,548965,3,13,1,1,2,3,3,2
27,21,27,0,-10,10,15,2,1,2,553141,4,14,0,0,2,3,3,1
3,16,3,1,-10,10,15,2,1,2,558416,5,15,0,1,2,3,3,1
18,18,5,0,-10,10,15,2,1,2,562707,6,16,1,0,2,3,3,2
29,29,-17,0,-10,10,15,2,1,2,567524,7,17,1,0,2,3,3,2
-5,4,-5,0,-10,10,15,2,1,2,571269,8,18,0,1,2,3,3,1
-6,2,-6,0,-10,10,15,2,1,2,576341,9,19,0,1,2,3,3,1
10,10,-15,1,-10,10,15,2,1,2,579254,10,20,1,1,2,3,3,2
-44,14,-44,0,-20,0,15,0,0,3,597005,1,21,0,1,2,1,3,1
-18,-18,-39,0,-20,0,15,0,0,3,600461,2,22,1,1,2,1,3,2
-21,-1,-21,0,-20,0,15,2,1,3,605222,3,23,0,1,2,1,3,1
-3,-4,-3,1,-20,0,15,2,1,3,610454,4,24,0,0,2,1,3,1
-30,-30,-17,0,-20,0,15,2,1,3,635908,5,25,1,1,2,1,3,2
-9,-4,-9,0,-20,0,15,2,1,3,640413,6,26,0,1,2,1,3,1
22,22,-18,0,-20,0,15,2,1,3,646515,7,27,1,0,2,1,3,2
5,5,-38,1,-20,0,15,2,1,3,651710,8,28,1,1,2,1,3,2
-6,-6,-22,1,-20,0,15,2,1,3,656197,9,29,1,0,2,1,3,2
-4,-4,-32,1,-20,0,15,2,1,3,659774,10,30,1,0,2,1,3,2
-2,3,-2,0,20,0,15,0,0,4,676421,1,31,1,1,1,2,3,1
25,25,28,1,20,0,15,1,0,4,681188,2,32,0,1,1,2,3,2
18,18,8,1,20,0,15,2,1,4,687675,3,33,0,1,1,2,3,2
29,1,29,1,20,0,15,2,1,4,692798,4,34,1,1,1,2,3,1
16,16,27,1,20,0,15,2,1,4,697778,5,35,0,1,1,2,3,2
20,18,20,1,20,0,15,2,1,4,711411,6,36,1,1,1,2,3,1
28,28,29,1,20,0,15,2,1,4,717870,7,37,0,1,1,2,3,2
7,7,28,0,20,0,15,2,1,4,721476,8,38,0,0,1,2,3,2
28,1,28,1,20,0,15,2,1,4,725062,9,39,1,1,1,2,3,1
28,-16,28,1,20,0,15,2,1,4,729599,10,40,1,1,1,2,3,1
-1,-36,-1,0,0,-20,15,0,0,5,769995,1,41,1,1,1,1,3,1
-30,-30,-37,0,0,-20,15,0,0,5,772734,2,42,0,1,1,1,3,2
-16,-43,-16,0,0,-20,15,2,1,5,775612,3,43,1,1,1,1,3,1
-32,-32,-3,0,0,-20,15,2,1,5,780839,4,44,0,1,1,1,3,2
-28,-28,4,0,0,-20,15,2,1,5,786565,5,45,0,1,1,1,3,2
-3,-28,-3,0,0,-20,15,2,1,5,809720,6,46,1,1,1,1,3,1
-8,-14,-8,0,0,-20,15,2,1,5,813089,7,47,1,1,1,1,3,1
-13,-13,7,1,0,-20,15,2,1,5,816799,8,48,0,0,1,1,3,2
-5,-13,-5,0,0,-20,15,2,1,5,820487,9,49,1,1,1,1,3,1
6,-14,6,0,0,-20,15,2,1,5,824517,10,50,1,0,1,1,3,1
-3,-3,18,0,10,-10,15,0,0,6,851326,1,51,0,1,1,3,3,2
-6,3,-6,0,10,-10,15,0,0,6,857108,2,52,1,1,1,3,3,1
-10,-10,23,0,10,-10,15,2,1,6,860508,3,53,0,1,1,3,3,2
13,13,11,1,10,-10,15,2,1,6,863820,4,54,0,1,1,3,3,2
-5,-22,-5,0,10,-10,15,2,1,6,866732,5,55,1,1,1,3,3,1
-25,-36,-25,1,10,-10,15,2,1,6,869773,6,56,1,0,1,3,3,1
15,15,44,1,10,-10,15,2,1,6,875588,7,57,0,1,1,3,3,2
-1,-22,-1,0,10,-10,15,2,1,6,877892,8,58,1,1,1,3,3,1
5,-24,5,0,10,-10,15,2,1,6,881751,9,59,1,0,1,3,3,1
20,-12,20,1,10,-10,15,2,1,6,884050,10,60,1,1,1,3,3,1
-2,-34,-2,0,0,-20,15,0,0,1,513164,1,1,1,1,1,1,4,1
-18,-18,-27,1,0,-20,15,0,0,1,519217,2,2,0,0,1,1,4,2
-10,-6,-10,1,0,-20,15,2,1,1,522980,3,3,1,0,1,1,4,1
1,-32,1,1,0,-20,15,2,1,1,530382,4,4,1,1,1,1,4,1
3,3,-5,1,0,-20,15,2,1,1,538827,5,5,0,1,1,1,4,2
3,-31,3,1,0,-20,15,2,1,1,542772,6,6,1,1,1,1,4,1
-6,5,-6,0,0,-20,15,2,1,1,547783,7,7,1,1,1,1,4,1
-2,-2,-12,1,0,-20,15,2,1,1,553302,8,8,0,0,1,1,4,2
-1,-27,-1,1,0,-20,15,2,1,1,558933,9,9,1,0,1,1,4,1
-5,-32,-5,1,0,-20,15,2,1,1,563880,10,10,1,0,1,1,4,1
7,41,7,1,-10,10,15,1,0,2,577895,1,11,0,1,2,3,4,1
-14,7,-14,0,-10,10,15,0,0,2,581946,2,12,0,1,2,3,4,1
11,11,-12,1,-10,10,15,2,1,2,584705,3,13,1,1,2,3,4,2
-37,4,-37,1,-10,10,15,2,1,2,588346,4,14,0,0,2,3,4,1
-2,-2,-42,0,-10,10,15,2,1,2,590968,5,15,1,1,2,3,4,2
-10,21,-10,1,-10,10,15,2,1,2,593549,6,16,0,0,2,3,4,1
-12,41,-12,0,-10,10,15,2,1,2,595756,7,17,0,1,2,3,4,1
-12,15,-12,1,-10,10,15,2,1,2,598999,8,18,0,0,2,3,4,1
-4,-4,-20,0,-10,10,15,2,1,2,603373,9,19,1,1,2,3,4,2
-1,20,-1,0,-10,10,15,2,1,2,606239,10,20,0,1,2,3,4,1
6,25,6,1,0,20,15,1,0,3,614790,1,21,0,1,2,2,4,1
30,30,10,1,0,20,15,1,0,3,618143,2,22,1,1,2,2,4,2
43,43,16,1,0,20,15,2,1,3,620315,3,23,1,1,2,2,4,2
51,51,6,1,0,20,15,2,1,3,622361,4,24,1,1,2,2,4,2
49,49,-3,1,0,20,15,2,1,3,625147,5,25,1,1,2,2,4,2
27,27,-1,1,0,20,15,2,1,3,628665,6,26,1,1,2,2,4,2
10,-2,10,0,0,20,15,2,1,3,632079,7,27,0,0,2,2,4,1
30,30,-18,1,0,20,15,2,1,3,634001,8,28,1,1,2,2,4,2
8,8,5,1,0,20,15,2,1,3,636778,9,29,1,1,2,2,4,2
-3,-3,23,0,0,20,15,2,1,3,639855,10,30,1,1,2,2,4,2
8,-30,8,1,0,-20,15,1,0,4,646209,1,31,1,1,1,1,4,1
3,-28,3,1,0,-20,15,1,0,4,650788,2,32,1,1,1,1,4,1
-18,-45,-18,1,0,-20,15,2,1,4,654649,3,33,1,0,1,1,4,1
-25,-43,-25,1,0,-20,15,2,1,4,658061,4,34,1,0,1,1,4,1
3,-41,3,0,0,-20,15,2,1,4,660803,5,35,1,0,1,1,4,1
1,-25,1,0,0,-20,15,2,1,4,662661,6,36,1,0,1,1,4,1
28,-37,28,1,0,-20,15,2,1,4,667071,7,37,1,1,1,1,4,1
-5,-4,-5,0,0,-20,15,2,1,4,668837,8,38,1,1,1,1,4,1
-24,-24,-14,0,0,-20,15,2,1,4,671939,9,39,0,1,1,1,4,2
-31,-31,-27,0,0,-20,15,2,1,4,674479,10,40,0,1,1,1,4,2
-20,23,-20,0,-10,10,15,0,0,5,684114,1,41,0,1,2,3,4,1
-7,-7,9,0,-10,10,15,0,0,5,686486,2,42,1,1,2,3,4,2
-23,30,-23,1,-10,10,15,2,1,5,689034,3,43,0,0,2,3,4,1
19,19,-11,0,-10,10,15,2,1,5,691026,4,44,1,0,2,3,4,2
-3,17,-3,1,-10,10,15,2,1,5,693510,5,45,0,0,2,3,4,1
-5,-5,-22,0,-10,10,15,2,1,5,695974,6,46,1,1,2,3,4,2
-2,16,-2,1,-10,10,15,2,1,5,698563,7,47,0,0,2,3,4,1
11,11,4,0,-10,10,15,2,1,5,701218,8,48,1,0,2,3,4,2
-13,2,-13,1,-10,10,15,2,1,5,704065,9,49,0,0,2,3,4,1
32,5,32,1,-10,10,15,2,1,5,706423,10,50,0,1,2,3,4,1
3,33,3,1,0,20,15,1,0,6,718400,1,51,0,1,2,2,4,1
19,19,-12,1,0,20,15,1,0,6,721830,2,52,1,1,2,2,4,2
34,34,17,1,0,20,15,2,1,6,724210,3,53,1,1,2,2,4,2
28,28,4,1,0,20,15,2,1,6,726293,4,54,1,1,2,2,4,2
33,33,-10,1,0,20,15,2,1,6,728311,5,55,1,1,2,2,4,2
16,16,26,1,0,20,15,2,1,6,732021,6,56,1,1,2,2,4,2
35,35,-7,1,0,20,15,2,1,6,735226,7,57,1,1,2,2,4,2
26,26,-22,1,0,20,15,2,1,6,737167,8,58,1,1,2,2,4,2
37,37,-11,1,0,20,15,2,1,6,739253,9,59,1,1,2,2,4,2
-2,-2,-2,0,0,20,15,2,1,6,743117,10,60,1,1,2,2,4,2
10,2,10,1,10,-10,15,1,0,1,112461,1,1,1,1,1,3,5,1
-10,-7,-10,0,10,-10,15,0,0,1,118678,2,2,1,1,1,3,5,1
14,-13,14,1,10,-10,15,2,1,1,123095,3,3,1,1,1,3,5,1
2,-8,2,0,10,-10,15,2,1,1,127758,4,4,1,0,1,3,5,1
27,-8,27,1,10,-10,15,2,1,1,129574,5,5,1,1,1,3,5,1
-21,-14,-21,1,10,-10,15,2,1,1,131382,6,6,1,0,1,3,5,1
-4,-11,-4,0,10,-10,15,2,1,1,135023,7,7,1,1,1,3,5,1
16,-13,16,1,10,-10,15,2,1,1,136686,8,8,1,1,1,3,5,1
7,1,7,1,10,-10,15,2,1,1,139110,9,9,1,1,1,3,5,1
32,-27,32,1,10,-10,15,2,1,1,140629,10,10,1,1,1,3,5,1
3,40,3,1,0,20,15,1,0,2,147853,1,11,0,1,2,2,5,1
19,27,19,1,0,20,15,1,0,2,150389,2,12,0,1,2,2,5,1
10,10,24,1,0,20,15,2,1,2,152030,3,13,1,1,2,2,5,2
39,39,20,1,0,20,15,2,1,2,153014,4,14,1,1,2,2,5,2
35,35,-3,1,0,20,15,2,1,2,154398,5,15,1,1,2,2,5,2
22,22,10,1,0,20,15,2,1,2,155294,6,16,1,1,2,2,5,2
25,25,35,1,0,20,15,2,1,2,156222,7,17,1,1,2,2,5,2
22,22,2,1,0,20,15,2,1,2,157694,8,18,1,1,2,2,5,2
45,45,35,1,0,20,15,2,1,2,159078,9,19,1,1,2,2,5,2
14,14,-7,1,0,20,15,2,1,2,160030,10,20,1,1,2,2,5,2
-9,-6,-9,0,-20,0,15,0,0,3,169190,1,21,0,1,2,1,5,1
-7,-2,-7,0,-20,0,15,0,0,3,170958,2,22,0,1,2,1,5,1
3,3,1,0,-20,0,15,2,1,3,173517,3,23,1,0,2,1,5,2
18,18,-10,0,-20,0,15,2,1,3,174526,4,24,1,0,2,1,5,2
-1,-1,-13,0,-20,0,15,2,1,3,175631,5,25,1,1,2,1,5,2
-12,-12,3,0,-20,0,15,2,1,3,176590,6,26,1,1,2,1,5,2
-17,-17,7,0,-20,0,15,2,1,3,177759,7,27,1,1,2,1,5,2
28,28,-6,0,-20,0,15,2,1,3,178630,8,28,1,0,2,1,5,2
25,25,4,0,-20,0,15,2,1,3,179542,9,29,1,0,2,1,5,2
10,10,-3,0,-20,0,15,2,1,3,180607,10,30,1,0,2,1,5,2
-5,-8,-5,0,10,-10,15,0,0,4,186221,1,31,1,1,1,3,5,1
17,-18,17,1,10,-10,15,1,0,4,189414,2,32,1,1,1,3,5,1
46,-3,46,1,10,-10,15,2,1,4,190718,3,33,1,1,1,3,5,1
9,-14,9,1,10,-10,15,2,1,4,192198,4,34,1,1,1,3,5,1
33,-6,33,1,10,-10,15,2,1,4,193157,5,35,1,1,1,3,5,1
20,-8,20,1,10,-10,15,2,1,4,194398,6,36,1,1,1,3,5,1
-8,-9,-8,1,10,-10,15,2,1,4,195550,7,37,1,0,1,3,5,1
11,-13,11,1,10,-10,15,2,1,4,196471,8,38,1,1,1,3,5,1
12,4,12,1,10,-10,15,2,1,4,197982,9,39,1,1,1,3,5,1
25,-21,25,1,10,-10,15,2,1,4,199061,10,40,1,1,1,3,5,1
-43,9,-43,0,0,20,15,0,0,5,208415,1,41,0,1,2,2,5,1
-10,40,-10,0,0,20,15,0,0,5,210357,2,42,0,1,2,2,5,1
7,7,6,1,0,20,15,2,1,5,211414,3,43,1,1,2,2,5,2
19,19,-1,1,0,20,15,2,1,5,212445,4,44,1,1,2,2,5,2
23,23,9,1,0,20,15,2,1,5,213382,5,45,1,1,2,2,5,2
42,42,1,1,0,20,15,2,1,5,214270,6,46,1,1,2,2,5,2
18,18,-23,1,0,20,15,2,1,5,215293,7,47,1,1,2,2,5,2
20,20,21,1,0,20,15,2,1,5,216133,8,48,1,1,2,2,5,2
23,23,13,1,0,20,15,2,1,5,216958,9,49,1,1,2,2,5,2
37,37,7,1,0,20,15,2,1,5,217774,10,50,1,1,2,2,5,2
-30,-3,-30,0,-20,0,15,0,0,6,221678,1,51,0,1,2,1,5,1
-36,-13,-36,0,-20,0,15,0,0,6,223302,2,52,0,1,2,1,5,1
12,12,-22,0,-20,0,15,2,1,6,224863,3,53,1,0,2,1,5,2
9,9,-27,0,-20,0,15,2,1,6,226303,4,54,1,0,2,1,5,2
-5,-5,-27,0,-20,0,15,2,1,6,227558,5,55,1,1,2,1,5,2
-3,-3,-16,0,-20,0,15,2,1,6,228814,6,56,1,1,2,1,5,2
9,9,-28,0,-20,0,15,2,1,6,230022,7,57,1,0,2,1,5,2
13,13,-23,0,-20,0,15,2,1,6,231326,8,58,1,0,2,1,5,2
15,15,-19,0,-20,0,15,2,1,6,232726,9,59,1,0,2,1,5,2
-1,-1,-33,0,-20,0,15,2,1,6,233854,10,60,1,1,2,1,5,2
4,31,4,1,0,20,15,1,0,1,268677,1,1,0,1,2,2,6,1
20,20,-15,1,0,20,15,1,0,1,274535,2,2,1,1,2,2,6,2
18,18,-10,1,0,20,15,2,1,1,279360,3,3,1,1,2,2,6,2
10,10,2,1,0,20,15,2,1,1,286396,4,4,1,1,2,2,6,2
5,5,-14,1,0,20,15,2,1,1,291245,5,5,1,1,2,2,6,2
9,32,9,1,0,20,15,2,1,1,298610,6,6,0,1,2,2,6,1
1,24,1,0,0,20,15,2,1,1,313955,7,7,0,0,2,2,6,1
2,2,-3,1,0,20,15,2,1,1,317302,8,8,1,1,2,2,6,2
1,1,10,1,0,20,15,2,1,1,320176,9,9,1,1,2,2,6,2
41,41,11,1,0,20,15,2,1,1,323622,10,10,1,1,2,2,6,2
11,-30,11,1,0,-20,15,1,0,2,352914,1,11,1,1,1,1,6,1
-40,-40,39,0,0,-20,15,0,0,2,356592,2,12,0,1,1,1,6,2
25,-42,25,1,0,-20,15,2,1,2,359732,3,13,1,1,1,1,6,1
17,-8,17,1,0,-20,15,2,1,2,361623,4,14,1,1,1,1,6,1
14,-32,14,1,0,-20,15,2,1,2,364009,5,15,1,1,1,1,6,1
-2,-40,-2,1,0,-20,15,2,1,2,366485,6,16,1,0,1,1,6,1
-23,-9,-23,1,0,-20,15,2,1,2,368535,7,17,1,0,1,1,6,1
-14,-17,-14,1,0,-20,15,2,1,2,371108,8,18,1,0,1,1,6,1
-10,-40,-10,1,0,-20,15,2,1,2,374616,9,19,1,0,1,1,6,1
5,-23,5,0,0,-20,15,2,1,2,381147,10,20,1,0,1,1,6,1
-12,-21,-12,0,10,-10,15,0,0,3,391028,1,21,1,1,1,3,6,1
-15,-15,27,0,10,-10,15,0,0,3,397181,2,22,0,1,1,3,6,2
11,-4,11,1,10,-10,15,2,1,3,400923,3,23,1,1,1,3,6,1
16,3,16,0,10,-10,15,2,1,3,403807,4,24,1,0,1,3,6,1
8,-17,8,1,10,-10,15,2,1,3,406604,5,25,1,1,1,3,6,1
31,-19,31,0,10,-10,15,2,1,3,409286,6,26,1,0,1,3,6,1
-28,-13,-28,1,10,-10,15,2,1,3,412211,7,27,1,0,1,3,6,1
19,-16,19,0,10,-10,15,2,1,3,414767,8,28,1,0,1,3,6,1
6,-8,6,1,10,-10,15,2,1,3,416929,9,29,1,1,1,3,6,1
16,1,16,0,10,-10,15,2,1,3,418927,10,30,1,0,1,3,6,1
-25,-10,-25,0,-20,0,15,0,0,4,435149,1,31,0,1,2,1,6,1
-1,-1,16,0,-20,0,15,0,0,4,440758,2,32,1,1,2,1,6,2
-38,21,-38,0,-20,0,15,2,1,4,443144,3,33,0,1,2,1,6,1
-29,14,-29,1,-20,0,15,2,1,4,445852,4,34,0,0,2,1,6,1
-9,5,-9,0,-20,0,15,2,1,4,448657,5,35,0,1,2,1,6,1
-18,10,-18,1,-20,0,15,2,1,4,450891,6,36,0,0,2,1,6,1
-6,7,-6,0,-20,0,15,2,1,4,453303,7,37,0,1,2,1,6,1
-27,-1,-27,1,-20,0,15,2,1,4,455465,8,38,0,0,2,1,6,1
